location,lat,lon,neighborhood,city
25 Lenox Ave,41.7981552,-71.4158126,Elmwood,Providence
100 Gaspee St,41.8292199,-71.413331,Downtown Providence,Providence
700 N  Main St,41.8396769,-71.4094346,Mount Hope,Providence
306 Public St,41.8062563,-71.41103489999999,,Providence
6 Thurston St,41.7788027,-71.41845649999999,South Elmwood,Providence
111 Pocasset Ave,41.8115069,-71.4521011,Silver Lake,Providence
79 Dorrance St,41.8230785,-71.4112482,Downtown Providence,Providence
17 Van Buren St,41.8004036,-71.4157149,Lower South Providence,Providence
Pennsylvania Ave At Prairie Ave,41.7978616,-71.4115321,Lower South Providence,Providence
Gordon Ave At Colfax St,41.7992087,-71.4138321,Lower South Providence,Providence
Kossuth St At Julian St,41.8220868,-71.4449941,Olneyville,Providence
81 Washington St,41.8236307,-71.414198,Downtown Providence,Providence
1537 Chalkstone Ave,41.8333887,-71.4600143,Mount Pleasant,Providence
Gifford St At Plainfield St,41.8137972,-71.4484882,Silver Lake,Providence
81 Washington Ave,41.788883,-71.3928617,Washington Park,Providence
Providence Pl At Harris Ave,41.827801,-71.4190148,Smith Hill,Providence
50 Obediah Brown Rd,41.834466,-71.462178,Mount Pleasant,Providence
164 Summit Ave,41.851722,-71.398257,Hope,Providence
Bucklin St At Whitmarsh St,41.8059079,-71.4278013,West End Providence,Providence
50 Laurel Hill Ave,41.816587,-71.45547499999999,Hartford,Providence
Cranston St At Superior St,41.8104443,-71.4326468,West End Providence,Providence
90 Tobey St,41.8176691,-71.4348205,Ward 13,Providence
206 Elmwood Ave,41.8076809,-71.423731,Elmwood,Providence
179 Pearl St,41.813055,-71.4173423,Upper South Providence,Providence
14 Veazie St,41.8465745,-71.4299954,Wanskuck,Providence
471 Angell St,41.8298557,-71.3889775,Wayland,Providence
529 Hartford Ave,41.81908689999999,-71.4612346,Hartford,Providence
509 Branch Ave,41.8513911,-71.42216719999999,Charles,Providence
Atwells Ave ,41.8244829,-71.43635979999999,,Providence
275 Elmwood Ave,41.8050287,-71.4259706,West End Providence,Providence
Academy Ave At Wisdom Ave,41.8283828,-71.4439032,Mount Pleasant,Providence
29 Croyland Rd,41.803047,-71.41476500000002,Lower South Providence,Providence
43 Harriet St,41.803078,-71.413141,Lower South Providence,Providence
34 Hollis St,41.8106256,-71.4311147,West End Providence,Providence
80 Wesleyan Ave,41.8076915,-71.42094329999999,Elmwood,Providence
328 Atwells Ave,41.8235873,-71.4286924,Ward 13,Providence
82 Mawney St,41.8034119,-71.4275013,West End Providence,Providence
170 Benedict St,41.8063145,-71.4395491,West End Providence,Providence
77 Dorrance St,41.823135,-71.41125459999999,Downtown Providence,Providence
Pleasant St At Camp St,41.8397231,-71.40404670000001,Mount Hope,Providence
216 Sunbury St,41.8527741,-71.4385403,Wanskuck,Providence
Barker St At Federal St,41.8223826,-71.42451400000002,Ward 13,Providence
Charles St At Randall Sq,41.8361618,-71.4121277,Mount Hope,Providence
248 Academy Ave,41.8314956,-71.4445913,Mount Pleasant,Providence
383 Sayles St,41.8028657,-71.413215,Lower South Providence,Providence
153 Smart St,41.85727900000001,-71.4147457,Charles,Providence
135 Amherst St,41.8235709,-71.4434567,Olneyville,Providence
74 Naples Ave,41.8488266,-71.4459148,Elmhurst,Providence
Elmwood Ave At Hanover St,41.8076452,-71.4248101,West End Providence,Providence
Spruce St At Depasquale Ave,41.8243208,-71.4269398,Ward 13,Providence
109 Ivy St,41.8428452,-71.3999951,Mount Hope,Providence
28 Sims Ave,41.8253001,-71.4327876,Valley,Providence
247 Webster Ave,41.8077853,-71.4481806,Silver Lake,Providence
10 Tuxedo Ave,41.824103,-71.438594,Valley,Providence
5 Cathedral Sq,41.8200391,-71.41643549999999,Downtown Providence,Providence
75 Duncan Ave,41.84131259999999,-71.4051904,Mount Hope,Providence
108 Butler Ave,41.827255,-71.386022,Wayland,Providence
82 Academy Ave,41.8268786,-71.4438278,Mount Pleasant,Providence
283 Chad Brown St,41.84035,-71.42211499999999,Wanskuck,Providence
71 Clarence St,41.810947,-71.446023,Silver Lake,Providence
Yarmouth St At Reservoir Ave,41.7927691,-71.4274794,Reservoir,Providence
992 Manton Ave,41.8329651,-71.4700402,Manton,Providence
21 Atwells Ave,41.8230017,-71.4185724,Ward 13,Providence
30 Yarmouth St,41.7924203,-71.42689829999999,Reservoir,Providence
25 Glenbridge Ave,41.8252904,-71.4589476,Olneyville,Providence
780 Potters Ave,41.8040146,-71.43538629999999,West End Providence,Providence
164 Courtland St,41.8174765,-71.43052589999999,Ward 13,Providence
215 Atwells Ave,41.82367869999999,-71.425158,Ward 13,Providence
29 Salmon St,41.824486,-71.455443,Olneyville,Providence
41 Halton St,41.802329,-71.43494299999999,West End Providence,Providence
1 Virginia Ave,41.79343009999999,-71.4010922,Washington Park,Providence
20 Randall St,41.8373986,-71.4110157,Mount Hope,Providence
101 Warrington St,41.7956957,-71.4166011,Elmwood,Providence
92 Stanton St,41.80768,-71.4614579,Silver Lake,Providence
43 Greenwich St,41.802476,-71.427835,West End Providence,Providence
Potters Ave At Niagara St,41.8024427,-71.42073789999999,Elmwood,Providence
Charlesfield St At Benefit St,41.8237275,-71.4048087,College Hill,Providence
50 Hawkins St,41.8471388,-71.4274708,Wanskuck,Providence
925 Eddy St,41.80265199999999,-71.406916,Lower South Providence,Providence
Wilson Street ,41.811448,-71.4257307,West End Providence,Providence
Elmwood Ave At Redwing St,41.7993881,-71.4264846,West End Providence,Providence
Friendship St At Dudley St,41.81063109999999,-71.4203122,Upper South Providence,Providence
Elmwood Ave At Potters Ave,41.8015172,-71.4263655,West End Providence,Providence
1 Kennedy Plz,41.8246585,-71.41201889999999,Downtown Providence,Providence
Valley St At Rathbone St,41.8309044,-71.429496,Valley,Providence
76 Osborn St,41.83799,-71.425715,Smith Hill,Providence
613 Hartford Ave,41.819793,-71.46504630000001,Hartford,Providence
132 Dodge St,41.813949,-71.424646,West End Providence,Providence
91 Arbor Dr,41.837165,-71.43760200000001,Elmhurst,Providence
54 Bergen St,41.830557,-71.439679,Valley,Providence
368 Broad St,41.8133024,-71.4216271,West End Providence,Providence
37 Priscilla Ave,41.8098852,-71.4471671,Silver Lake,Providence
108 Mitchell St,41.8002589,-71.42251399999999,Elmwood,Providence
238 Althea St,41.8088693,-71.43771079999999,West End Providence,Providence
7 Ledge St,41.8531278,-71.41998710000001,Charles,Providence
Valley Street ,41.8274769,-71.4362835,,Providence
48 Calais St,41.8320576,-71.4205437,Smith Hill,Providence
87 Barstow St,41.8242269,-71.4425481,,Providence
191 Carpenter St,41.819335,-71.42527489999999,Ward 13,Providence
799 Hope St,41.8490623,-71.3946203,Blackstone,Providence
132 Harold St,41.830528,-71.439144,Valley,Providence
100 Dover St,41.829474,-71.448488,Mount Pleasant,Providence
168 Cypress St,41.8418622,-71.40128899999999,Mount Hope,Providence
41 Ontario St,41.800209,-71.419229,Elmwood,Providence
133 Douglas Ave,41.8366766,-71.4204429,Smith Hill,Providence
121 Putnam St,41.8236909,-71.443686,Olneyville,Providence
Potters Ave At Noyes Ave,41.8043328,-71.43580349999999,West End Providence,Providence
533 Elmwood Ave,41.7976026,-71.4267823,West End Providence,Providence
607 Charles St,41.8530215,-71.4201673,Charles,Providence
Public St ,41.8055601,-71.41481200000001,,Providence
Douglas Ave At Stansbury St,41.850236,-71.43382059999999,Wanskuck,Providence
343 Broad St,41.8138537,-71.4221515,West End Providence,Providence
Pine St At Claverick St,41.81865270000001,-71.4136927,Downtown Providence,Providence
9 Bodell Ave,41.817062,-71.45330899999999,Hartford,Providence
80 Pleasant St,41.83961499999999,-71.40621999999999,Mount Hope,Providence
Augusta St At Durham St,41.84970089999999,-71.434929,Wanskuck,Providence
286 Atwells Ave,41.8234407,-71.42749359999999,Ward 13,Providence
300 Weybosset St,41.820239,-71.41361599999999,Downtown Providence,Providence
177 N  Main St,41.8292396,-71.4096519,College Hill,Providence
North Main ,41.8420042,-71.40777070000001,,Providence
374 Hope St,41.8364537,-71.4014845,Mount Hope,Providence
2 Bodell Ave,41.816341,-71.45116,Hartford,Providence
133 Chester Ave,41.8068024,-71.41897019999999,Upper South Providence,Providence
20 Cornplanter Row,41.811995,-71.4194349,Upper South Providence,Providence
185 Colfax St,41.7991866,-71.4145593,Lower South Providence,Providence
30 Prescott St,41.8287701,-71.43750709999999,Valley,Providence
Potters Ave At Elmwood Ave,41.8015172,-71.4263655,West End Providence,Providence
34 E  Transit St,41.8217171,-71.3922532,Fox Point,Providence
95 Woodbine St,41.84512,-71.401235,Mount Hope,Providence
455 Douglas Ave,41.842495,-71.42699,Wanskuck,Providence
131 Veazie St,41.8487613,-71.4331417,Wanskuck,Providence
101 Dudley St,41.8108357,-71.4122641,Upper South Providence,Providence
75 Carpenter St,41.82112679999999,-71.42133439999999,Ward 13,Providence
Branch Ave At Charles St,41.8503047,-71.419991,Charles,Providence
100 Aldrich St,41.7940197,-71.40769519999999,Washington Park,Providence
83 Wesleyan Ave,41.8079739,-71.4211196,Elmwood,Providence
Cranston St At Potters Ave,41.8050672,-71.43779049999999,West End Providence,Providence
50 Maude St,41.836251,-71.43418799999999,Elmhurst,Providence
1280 Broad St,41.7919484,-71.4058967,Washington Park,Providence
240 Althea St,41.8088747,-71.43772899999999,West End Providence,Providence
110 S  Main St,41.8243808,-71.40662340000002,College Hill,Providence
246 Prairie Ave,41.8080569,-71.41517619999999,Upper South Providence,Providence
136 Adelaide Ave,41.7971197,-71.4204046,Elmwood,Providence
71 Bridgham St,41.813104,-71.42542,West End Providence,Providence
85 Ethan St,41.8077494,-71.4593941,Silver Lake,Providence
Point St At Plain St,41.8122648,-71.41256469999999,Upper South Providence,Providence
152 Almy St,41.8210943,-71.4340185,Ward 13,Providence
28 Togansett Rd,41.7912422,-71.4362675,Reservoir,Providence
24 Concannon St,41.8534673,-71.4361748,Wanskuck,Providence
557 Broad St,41.80892900000001,-71.4210772,Elmwood,Providence
15 Whelan Rd,41.819037,-71.45302199999999,Hartford,Providence
1 Globe St,41.8146295,-71.4053445,Jewelry District,Providence
126 Pleasant St,41.839749,-71.40471,Mount Hope,Providence
Reservoir Ave At Rounds Ave,41.78754259999999,-71.4251397,Reservoir,Providence
Pine St At Somerset St,41.8124333,-71.4196235,Upper South Providence,Providence
18 Tobey St,41.820012,-71.43546599999999,Ward 13,Providence
65 America St,41.8218108,-71.4275049,Ward 13,Providence
18 Vandewater St,41.850202,-71.4330208,Wanskuck,Providence
62 Dike St,41.8155669,-71.44194929999999,Olneyville,Providence
691 Valley St,41.8310707,-71.42856809999999,Valley,Providence
Hartford Ave At Lowell Ave,41.8189226,-71.46103099999999,Hartford,Providence
Atwells Ave At Broadway ,41.822408,-71.4184624,Ward 13,Providence
Atwells Ave At Tuxedo Ave,41.8245303,-71.4386196,Valley,Providence
365 Plainfield St,41.81386860000001,-71.45029459999999,Silver Lake,Providence
254 Washington St,41.8209869,-71.4172817,Downtown Providence,Providence
43 Henrietta St,41.8544586,-71.4367379,Wanskuck,Providence
862 Douglas Ave,41.8518712,-71.4360329,Wanskuck,Providence
407 Morris Ave,41.8440579,-71.395804,Blackstone,Providence
1 Benevolent St,41.8244011,-71.40493520000001,College Hill,Providence
Ocean St At Trask St,41.804276,-71.4111006,Lower South Providence,Providence
42 Dave Gavitt Way,41.8191973,-71.41778579999999,Downtown Providence,Providence
23 Curtis St,41.821159,-71.448677,Olneyville,Providence
33 Fillmore St,41.8379041,-71.4215789,Smith Hill,Providence
219 Bellevue Ave,41.8088427,-71.4332981,West End Providence,Providence
91 W  Clifford St,41.8127,-71.417665,Upper South Providence,Providence
306 Charles St,41.8388092,-71.41587489999999,Mount Hope,Providence
384 Union Ave ,41.8060639,-71.45024680000002,,Providence
Admiral St At Charles St,41.8401831,-71.4171559,Charles,Providence
276 Weybosset St,41.820546,-71.413124,Downtown Providence,Providence
48 Dartmouth Ave,41.80835829999999,-71.4225498,Elmwood,Providence
1035 Douglas Ave,41.855236,-71.44049900000002,Wanskuck,Providence
30 Ocean St,41.8053343,-71.4113596,Lower South Providence,Providence
127 Ridge St,41.82103,-71.4358139,Ward 13,Providence
45 Pleasant Valley Pkwy,41.8299225,-71.4260534,Smith Hill,Providence
19 Snow St,41.8222386,-71.4152611,Downtown Providence,Providence
38 Lancashire St,41.849781,-71.431275,Wanskuck,Providence
Radcliffe Ave At Chad Brown St,41.8393259,-71.4311219,Elmhurst,Providence
76 Eaton St,41.84099399999999,-71.43028199999999,Wanskuck,Providence
Sheridan St ,41.82302990000001,-71.4521693,Olneyville,Providence
121 Benevolent St,41.824913,-71.3945119,College Hill,Providence
Alton Street ,41.82983350000001,-71.44044819999999,Valley,Providence
32 Viola St,41.8125925,-71.4519353,Silver Lake,Providence
217 Pine St ,41.819446,-71.4129485,Downtown Providence,Providence
W  Clifford St At Lockwood St,41.8133303,-71.4166635,Upper South Providence,Providence
Admiral St At Berkshire St,41.8441893,-71.4236963,Wanskuck,Providence
Brook St At Fones ,41.8278075,-71.3993915,College Hill,Providence
75 Charlesfield St,41.824255,-71.398182,College Hill,Providence
245 Mt Pleasant Ave,41.8331159,-71.449602,Mount Pleasant,Providence
108 Dora St,41.8083059,-71.4467033,Silver Lake,Providence
238 Atwells Ave,41.8233999,-71.42590109999999,Ward 13,Providence
Cranston St At Waverly St,41.8083361,-71.43456739999999,West End Providence,Providence
Hope St At Armstrong Ave,41.8193702,-71.3951403,Fox Point,Providence
39 Sophia St,41.80849509999999,-71.4579736,Silver Lake,Providence
70 Hillhurst Ave,41.8074795,-71.45373219999999,Silver Lake,Providence
147 Althea St,41.8076864,-71.4343427,West End Providence,Providence
Waldo St At Cranston St,41.8063492,-71.4363086,West End Providence,Providence
71 Steuben St,41.8248042,-71.4492195,Mount Pleasant,Providence
26 Gallatin St,41.796734,-71.41443199999999,Elmwood,Providence
1 W  Exchange St,41.8251262,-71.4171345,Downtown Providence,Providence
192 Eastwood Ave,41.815129,-71.4548049,Hartford,Providence
46 Althea St,41.80647099999999,-71.43097999999999,West End Providence,Providence
255 Collyer St,41.8563319,-71.40335809999999,,Providence
25 Tobey St,41.819866,-71.436138,Ward 13,Providence
88 Althea St,41.80686499999999,-71.43238,West End Providence,Providence
91 Barstow St,41.824239,-71.44264199999999,Valley,Providence
Sutton St ,41.8230111,-71.4289005,Ward 13,Providence
74 Woodbine St,41.8456962,-71.401783,Mount Hope,Providence
126 N  Main St,41.8283651,-71.4096491,Downtown Providence,Providence
118 Federal St,41.8223124,-71.4252917,Ward 13,Providence
167 Point St,41.81599000000001,-71.410225,Jewelry District,Providence
46 Brighton St,41.8186967,-71.430474,Ward 13,Providence
Manton Ave ,41.8257711,-71.45701079999999,,Providence
85 Tobey St,41.8177728,-71.435216,Ward 13,Providence
184 Federal St,41.8218493,-71.4276917,Ward 13,Providence
5 Mt Vernon St,41.806562,-71.417091,Upper South Providence,Providence
23 Portland St,41.8133809,-71.42007319999999,Upper South Providence,Providence
21 Traverse St,41.818532,-71.39954639999999,Fox Point,Providence
73 Empire St,41.8212931,-71.415427,Downtown Providence,Providence
Potters Ave At Melrose St,41.8014606,-71.4245732,Elmwood,Providence
75 Goddard St,41.8347085,-71.42091599999999,Smith Hill,Providence
383 Admiral St,41.8463084,-71.4287509,Wanskuck,Providence
883 Eddy St,41.8037348,-71.40706899999999,Lower South Providence,Providence
147 Harold St,41.8309629,-71.43880399999999,Valley,Providence
Friendship St ,41.8168703,-71.4143662,,Providence
385 S Main St,41.82086779999999,-71.4039909,Fox Point,Providence
401 Manton Ave,41.8248626,-71.45312129999999,Mount Pleasant,Providence
46 Eaton St,41.840901,-71.429158,Wanskuck,Providence
15 Parsonage St ,41.816825,-71.40957519999999,Jewelry District,Providence
51 Pinehurst Ave,41.838667,-71.4322746,Elmhurst,Providence
Africa St At Depasquale Ave,41.8230716,-71.4266104,Ward 13,Providence
28 Spencer St,41.818085,-71.433756,Ward 13,Providence
Comstock Ave At Taylor St,41.8090319,-71.4179149,Upper South Providence,Providence
193 Ontario St,41.7983158,-71.4251333,Elmwood,Providence
64 Dartmouth Av ,41.8083255,-71.4231664,Elmwood,Providence
N Main St ,41.8420042,-71.40777070000001,,Providence
245 Allens Ave,41.8073245,-71.4036172,Lower South Providence,Providence
Westminster St At Memorial Blvd,41.8252921,-71.40892649999999,Downtown Providence,Providence
903 Chalkstone Ave,41.8332122,-71.43732969999999,Elmhurst,Providence
271 N  Main St,41.831081,-71.41001399999999,College Hill,Providence
66 Westfield St,41.8101033,-71.42665989999999,West End Providence,Providence
127 Dorrance St,41.8221888,-71.4100579,Downtown Providence,Providence
3 Gladstone Street ,41.802636,-71.4187855,Lower South Providence,Providence
226 Gray St,41.8315827,-71.4532108,Mount Pleasant,Providence
28 Bainbridge Ave,41.8174261,-71.4355338,Ward 13,Providence
47 Dartmouth Ave,41.8085798,-71.4225783,Elmwood,Providence
236 Broadway ,41.8205454,-71.4253368,Ward 13,Providence
163 Gesler Street ,41.8220195,-71.4349223,Ward 13,Providence
50 Dartmouth Ave,41.808352,-71.4225941,,Providence
141 Valley St,41.8206643,-71.4400383,Olneyville,Providence
Midle Village T60 ,41.8525046,-71.4438562,Wanskuck,Providence
24 Ralph St,41.8145102,-71.4535401,Silver Lake,Providence
10 Harkness St,41.8168605,-71.434168,Ward 13,Providence
300 Admiral St,41.8452025,-71.4260377,Wanskuck,Providence
3 Doane Ave,41.83634199999999,-71.391301,Blackstone,Providence
