location,lat,lon,neighborhood,city
2 Exchange St,41.8261762,-71.4109596,Ward 13,Providence
33 Acorn St,41.8273191,-71.42891589999999,Valley,Providence
161 Orms St,41.8346236,-71.4174824,Smith Hill,Providence
26 Turner Avenu ,41.825698,-71.440326,Valley,Providence
Wendell St At Superior St,41.8110124,-71.4343524,West End Providence,Providence
150 Pitman St,41.827016,-71.386754,Wayland,Providence
27 Homefield Ave,41.8467776,-71.45587069999999,Mount Pleasant,Providence
57 Parkis Ave,41.8092695,-71.4243141,,Providence
8 Baltimore St,41.8304223,-71.4629361,Manton,Providence
400 Smith St,41.83459970000001,-71.4246448,Smith Hill,Providence
37 Arnold St,41.8211841,-71.3993768,Fox Point,Providence
1195 Smith St,41.8457142,-71.45087749999999,Elmhurst,Providence
65 Potters Ave,41.805414,-71.4093651,Lower South Providence,Providence
82 Waldo St,41.8053307,-71.4329781,West End Providence,Providence
266 Adelaide Ave,41.7955602,-71.42535,Elmwood,Providence
S Water St At Power St,41.82238,-71.4059968,Downtown Providence,Providence
Carpenter St At Belknap St,41.819977,-71.4233929,Ward 13,Providence
555 Cranston St,41.80875400000001,-71.434636,West End Providence,Providence
143 Superior St,41.8108692,-71.4334551,West End Providence,Providence
Sorrento St At Waldo St,41.8071955,-71.4379723,West End Providence,Providence
355 Manton Ave ,41.823896,-71.4515954,Olneyville,Providence
34 Concannon St,41.8533512,-71.4366033,Wanskuck,Providence
269 Melrose St,41.79258799999999,-71.420019,Elmwood,Providence
211 Carleton St,41.825915,-71.44738,Mount Pleasant,Providence
34 Heath St,41.8148335,-71.4500223,Silver Lake,Providence
44 Hospital St,41.8166352,-71.41000439999999,Jewelry District,Providence
260 W  Exchange St,41.8249938,-71.42255829999999,Ward 13,Providence
60 Prairie Ave,41.81204899999999,-71.414428,Upper South Providence,Providence
843 Smith St,41.840139,-71.43872800000001,Elmhurst,Providence
109 Sutton St,41.8219017,-71.4284174,Ward 13,Providence
Cranston St At Dexter St,41.81260289999999,-71.429588,West End Providence,Providence
Broad St At Haskins St,41.816174,-71.4196462,Federal Hill,Providence
Niagara St At Lenox Ave,41.7973363,-71.41793059999999,Elmwood,Providence
108 Silver Lake Ave,41.8066426,-71.4617303,Silver Lake,Providence
Silver Spring ,41.7978082,-71.36946089999999,,Riverside
944 Douglas Ave,41.853349,-71.43834199999999,Wanskuck,Providence
59 Progress Ave,41.8096857,-71.4453295,Silver Lake,Providence
460 Smith St,41.8352609,-71.4264456,Smith Hill,Providence
Eddy St At Ohio Ave,41.7886985,-71.40272209999999,Washington Park,Providence
Pc Mart ,41.8413372,-71.4277808,Wanskuck,Providence
Atwells Ave At Vinton St,41.8238405,-71.4302211,Ward 13,Providence
80 Dean St,41.8246142,-71.42505659999999,Ward 13,Providence
150 Elmwood Ave,41.8089853,-71.42429299999999,,Providence
47 Stella St,41.8209982,-71.465858,Hartford,Providence
601 Cranston St,41.80744,-71.43554859999999,West End Providence,Providence
285 Waldo St,41.808282,-71.439848,West End Providence,Providence
164 Parade St,41.8108965,-71.4304906,West End Providence,Providence
38 Pekin St,41.8366126,-71.4246719,Smith Hill,Providence
Manton Ave At Glenbridge Ave,41.8259774,-71.4582318,Manton,Providence
141 Chester Ave,41.8067644,-71.419245,Upper South Providence,Providence
206 California Ave,41.7889271,-71.3978825,Washington Park,Providence
77 Indiana Ave,41.791235,-71.39341,Washington Park,Providence
Valley St At Grove St,41.820242,-71.4403753,Olneyville,Providence
Bancroft St At Roosevelt St,41.811977,-71.4469149,Silver Lake,Providence
Terrace Ave At Wallace St,41.8084634,-71.4521467,Silver Lake,Providence
Montgomery Ave At Cladrashs Ave,41.78614719999999,-71.40399889999999,Washington Park,Providence
12 Unit St,41.8257539,-71.4547946,Mount Pleasant,Providence
303 Massachusetts Ave,41.7865487,-71.4015952,Washington Park,Providence
15 Wilson St,41.81145799999999,-71.423871,West End Providence,Providence
Wholefoods ,41.8372877,-71.40827449999999,Mount Hope,Providence
145 Beaufort St,41.8307339,-71.4502526,Mount Pleasant,Providence
35 Oxford St,41.80418510000001,-71.4036575,Lower South Providence,Providence
Parkis Ave At Elmwood Ave,41.809159,-71.4245337,West End Providence,Providence
255 Alabama Ave,41.7864747,-71.3991454,Washington Park,Providence
107 Penn St,41.821122,-71.433398,Ward 13,Providence
9 Fair St,41.851888,-71.44015900000001,Wanskuck,Providence
21 Bancroft St,41.8127761,-71.44802419999999,Silver Lake,Providence
N Main St At Cady St,41.8296836,-71.4099873,Downtown Providence,Providence
356 Hope St,41.8359737,-71.4017337,Mount Hope,Providence
101 Session St ,41.8406654,-71.3934707,Blackstone,Providence
77 Union Ave,41.80945029999999,-71.43822949999999,West End Providence,Providence
344 Orms St,41.8333355,-71.4237003,Smith Hill,Providence
74 Beaufort St,41.8304806,-71.44707439999999,Mount Pleasant,Providence
17 Snow St,41.822303,-71.415301,Downtown Providence,Providence
333 Douglas Ave,41.839781,-71.4260302,Wanskuck,Providence
Weybossett St At Greene St ,41.822918,-71.41147,Downtown Providence,Providence
114 Holden St,41.831944,-71.418414,Smith Hill,Providence
Oxford St At Broad St,41.8004502,-71.417447,Elmwood,Providence
140 Dodge St,41.813712,-71.42439399999999,West End Providence,Providence
355 Hope St,41.8359225,-71.4012408,,Providence
334 S  Water St,41.8207935,-71.404162,Fox Point,Providence
Meeting St At Hope St,41.82940749999999,-71.3981831,College Hill,Providence
387 Charles St,41.843616,-71.417562,Charles,Providence
30 Rodman St,41.7943145,-71.4153023,Elmwood,Providence
28 Ringgold St,41.8218231,-71.4237823,Ward 13,Providence
Ellenfield St At Virginia Ave,41.7937922,-71.4008571,Washington Park,Providence
680 Union Ave,41.8078684,-71.4612549,Silver Lake,Providence
168 Western Promenade ,41.7770072,-71.4087493,Edgewood,Cranston
S  Water St At Packet St,41.8412677,-71.4767541,,North Providence
480 Friendship St,41.81026689999999,-71.4204784,Upper South Providence,Providence
53 Ashburton St,41.8377582,-71.41483579999999,Mount Hope,Providence
S Water St ,41.8200079,-71.40377339999999,,Providence
263 Althea St,41.80950929999999,-71.43930069999999,West End Providence,Providence
495 Plainfield St,41.8134749,-71.4550019,Silver Lake,Providence
1 Reservoir Ave,41.7968503,-71.4265504,,Providence
711 Westminster St,41.8185022,-71.4198857,Ward 13,Providence
65 Bergen St,41.83011339999999,-71.4399079,Valley,Providence
258 Thayer St,41.8289087,-71.4009061,College Hill,Providence
Broad St At Parkview Ave,41.792171,-71.40715829999999,Washington Park,Providence
7 Barrows St,41.8124981,-71.45786869999999,Silver Lake,Providence
100 Houghton St,41.85643450000001,-71.4358306,Wanskuck,Providence
99 11Th St,41.854647,-71.393772,Hope,Providence
87 Manomet St,41.833818,-71.453773,Mount Pleasant,Providence
227 Unit St,41.831643,-71.4544952,Mount Pleasant,Providence
117 Burnett St,41.8030511,-71.4289391,West End Providence,Providence
63 Westminster St,41.82498090000001,-71.4102144,Ward 13,Providence
324 Hope St,41.8346576,-71.4027551,College Hill,Providence
15 Pratt St,41.8343886,-71.4085727,College Hill,Providence
283 Allens Ave,41.8052201,-71.4033554,Lower South Providence,Providence
174 Potters Ave,41.8041728,-71.4132846,Lower South Providence,Providence
92 Doyle Ave,41.838972,-71.40482399999999,Mount Hope,Providence
95 Penn St,41.821261,-71.432998,Ward 13,Providence
68 Waverly St,41.8073071,-71.43149020000001,West End Providence,Providence
10 Dorrance St,41.8240711,-71.41197149999999,Downtown Providence,Providence
139 Mathewson St,41.8224335,-71.4140912,Ward 13,Providence
Pratt Statonley St ,41.8125228,-71.40753280000001,Upper South Providence,Providence
424 Prairie Ave,41.8025963,-71.4134006,Lower South Providence,Providence
Congress Ave At Broad St,41.801034,-71.41803589999999,Elmwood,Providence
103 Dyke Street ,41.8160943,-71.4436592,Olneyville,Providence
Prairie Ave At Thurbers Ave,41.7987434,-71.41191049999999,Lower South Providence,Providence
155 Messer St,41.811192,-71.435695,West End Providence,Providence
96 Canton St,41.8314453,-71.44252110000001,Valley,Providence
560 Cranston St,41.8083303,-71.4345725,West End Providence,Providence
470 Lloyd Ave,41.8347907,-71.3885992,Blackstone,Providence
45 Pleasant Valley Pky,41.8299225,-71.4260534,Smith Hill,Providence
885 Boulevard ,41.7254768,-71.4912748,,West Warwick
Pembroke Ave ,41.8391171,-71.43023720000001,,Providence
425 Prairie Ave,41.8024884,-71.4137368,Lower South Providence,Providence
103 Union Ave,41.8092242,-71.4391607,West End Providence,Providence
234 Lenox Ave,41.79543719999999,-71.4233732,Elmwood,Providence
Acorn St At Atwells Ave,41.8236891,-71.4280552,Ward 13,Providence
83 America St,41.8213859,-71.427387,Ward 13,Providence
202 Washington Ave,41.7876929,-71.3972552,Washington Park,Providence
740 Manton Ave,41.830313,-71.4636318,Manton,Providence
121 Spruce St,41.8245834,-71.4280088,Ward 13,Providence
Chalkstone Ave At Rankin Ave,41.8323317,-71.4402795,Elmhurst,Providence
Alverson Ave 2 Floor ,41.8128411,-71.4580381,Hartford,Providence
1 Exchange St,41.8245637,-71.4098463,Downtown Providence,Providence
48 Parkis Ave,41.8089584,-71.4236744,Elmwood,Providence
Admiral St At Whipple St,41.8406503,-71.4189756,Wanskuck,Providence
Cranston St At Diamond St,41.8122284,-71.43036,West End Providence,Providence
104 Kenyon St,41.820897,-71.426249,Ward 13,Providence
86 Progress Ave,41.8091816,-71.44610039999999,Silver Lake,Providence
122 Berkshire St,41.8442233,-71.4239475,Wanskuck,Providence
36 Harrison St,41.8158325,-71.4296773,Ward 13,Providence
100 Randall Sq,41.83780470000001,-71.41030649999999,Mount Hope,Providence
117 Camden Ave,41.8383926,-71.4263417,Smith Hill,Providence
155 Salina St,41.84702,-71.424544,Wanskuck,Providence
9 Pratt St ,41.8349464,-71.4087804,College Hill,Providence
245 Broadway ,41.820927,-71.425831,Ward 13,Providence
Atwells Ave At Dean St,41.8234078,-71.4242155,Ward 13,Providence
Messer St At Cranston St,41.809637,-71.43343449999999,West End Providence,Providence
216 Broadway ,41.8207073,-71.424611,Ward 13,Providence
Chapin Ave At Ellery St,41.811886,-71.438164,West End Providence,Providence
320 Broad St,41.8142973,-71.4209612,West End Providence,Providence
Thayer St At Lloyd Ave,41.83149299999999,-71.4010783,College Hill,Providence
95 Pleasant Valley Pkwy,41.8313134,-71.4271619,Smith Hill,Providence
24 Africa St,41.8226867,-71.4273621,Ward 13,Providence
Meeting St At Brook St,41.82925,-71.399594,College Hill,Providence
328 Thayer St,41.8312098,-71.4012643,College Hill,Providence
Niagara St At Sackett St,41.7948009,-71.4165124,Elmwood,Providence
92 Federal St,41.8222502,-71.4242428,Ward 13,Providence
2 Polly St,41.809993,-71.4430856,Silver Lake,Providence
83 Opper St,41.854114,-71.4218379,Charles,Providence
N  Main St At Smith St,41.8315491,-71.41063,College Hill,Providence
460 Charles St,41.8467866,-71.4198712,Charles,Providence
21 6Th St,41.8525777,-71.400491,Hope,Providence
36 Hamilton St,41.8021891,-71.4226388,Elmwood,Providence
72 Vernon St,41.8193327,-71.4262834,Ward 13,Providence
117 N  Main St,41.8282293,-71.4092958,College Hill,Providence
32 Haskins St,41.8151983,-71.4195001,Upper South Providence,Providence
79 Superior St,41.8101452,-71.4310212,West End Providence,Providence
1032 Broad St,41.7970421,-71.4129269,Lower South Providence,Providence
342 Branch Ave,41.8487521,-71.4169258,Charles,Providence
51 Warrington St,41.796289,-71.414775,Elmwood,Providence
Hartford Ave At Plainfield St,41.8166626,-71.44392619999999,Olneyville,Providence
182 Swan St ,41.804787,-71.4053349,Lower South Providence,Providence
Mink Rd ,41.8472686,-71.4450636,Elmhurst,Providence
Potters Ave At Plain St,41.8052442,-71.4094509,Lower South Providence,Providence
332 Elmwood Ave,41.803351,-71.42560399999999,Elmwood,Providence
50 Aleppo St,41.819811,-71.44818099999999,Olneyville,Providence
73 Dexter St,41.8138165,-71.43104919999999,West End Providence,Providence
Potters Ave At Brattle St,41.8039754,-71.4347982,West End Providence,Providence
200 Wickenden St,41.8195667,-71.3993689,Fox Point,Providence
306 Cranston St,41.8127759,-71.42899419999999,West End Providence,Providence
128 Oak St,41.814714,-71.437662,West End Providence,Providence
65 Dora St,41.8089828,-71.4453583,Silver Lake,Providence
64 Pleasant St,41.8395741,-71.4067843,Mount Hope,Providence
Oakland Ave At Chalkstone Ave,41.834203,-71.4302486,Elmhurst,Providence
38 Upton Ave,41.8391796,-71.3908589,Blackstone,Providence
299 Potters Ave,41.80334149999999,-71.4180854,Lower South Providence,Providence
Waverly St At Kenwood St,41.8087389,-71.4354099,West End Providence,Providence
146 Academy Ave,41.82877,-71.4442451,Mount Pleasant,Providence
105 Althea St,41.8072919,-71.43291099999999,West End Providence,Providence
169 Canal St,41.8278553,-71.41002329999999,Downtown Providence,Providence
1183 Eddy St,41.7935217,-71.4043786,Washington Park,Providence
120 Lubec St,41.8542529,-71.4453939,Wanskuck,Providence
Brown St At Hidden St,41.8348316,-71.4053461,College Hill,Providence
40 Cumerford St,41.810464,-71.443912,Silver Lake,Providence
John J Partington Way At Washington St ,41.819637,-71.419792,Ward 13,Providence
64 Waverly St,41.8072855,-71.4313258,West End Providence,Providence
341 S Main St,41.821454,-71.4044693,,Providence
Near Virginia St ,41.8486041,-71.4292814,Wanskuck,Providence
250 S  Water St,41.822528,-71.405483,,Providence
50 Prairie Ave,41.8127405,-71.4146761,Upper South Providence,Providence
48 Desoto St,41.8220794,-71.438186,Olneyville,Providence
282 N  Main St,41.8313208,-71.4107045,,Providence
70 Providence Pl,41.827986,-71.416535,Downtown Providence,Providence
275 Blackstone Blvd,41.8434062,-71.3859037,Blackstone,Providence
101 Beacon Ave,41.81335,-71.4128563,Upper South Providence,Providence
74 Joseph St,41.8548582,-71.4447469,Wanskuck,Providence
57 Capron St,41.8200357,-71.4449719,Olneyville,Providence
Elmwood Ave At Dartmouth Ave,41.8084548,-71.4247037,West End Providence,Providence
226 Nelson St,41.8438601,-71.4444701,Elmhurst,Providence
Portland St At Hayward St,41.8136836,-71.4204254,Upper South Providence,Providence
1515 Broad St,41.7861485,-71.4025145,Washington Park,Providence
979 Branch Ave,41.8554153,-71.4387263,Wanskuck,Providence
Sessions St At Stadium Rd,41.8411438,-71.39536129999999,Blackstone,Providence
Chalkstone Ave At Smith St,41.83522139999999,-71.4256425,Smith Hill,Providence
226 Sterling Ave,41.80962160000001,-71.452568,Silver Lake,Providence
48 Herschel St,41.8348403,-71.4700783,Manton,Providence
6 Portland St,41.8140896,-71.42072449999999,,Providence
Chalkstone Ave At Bergen St,41.8323432,-71.4401343,Elmhurst,Providence
272 Benefit St,41.825042,-71.406207,College Hill,Providence
756 Eddy St,41.8075626,-71.40680979999999,Upper South Providence,Providence
746 Atwells Ave,41.82456029999999,-71.4413865,Valley,Providence
455 Wickenden St,41.8195184,-71.3932458,Fox Point,Providence
97 Naples St ,41.8491005,-71.4466569,Elmhurst,Providence
593 Willard St ,41.8071285,-71.42018519999999,,Providence
Manton Ave At Salmon St,41.82510970000001,-71.4539247,Mount Pleasant,Providence
1 Valley St,41.81677579999999,-71.4404187,Olneyville,Providence
5 Kepler St,41.8261018,-71.4428808,Valley,Providence
15 Foster St,41.818673,-71.415093,Downtown Providence,Providence
Plainfield St At Farmington Ave,41.8070311,-71.4641576,Silver Lake,Providence
264 Weybosset ,41.82077049999999,-71.413062,Downtown Providence,Providence
52 Whittier Ave,41.814492,-71.448193,Silver Lake,Providence
236 Althea St,41.808812,-71.4376101,West End Providence,Providence
21 Parkis Ave,41.8093271,-71.42256139999999,Elmwood,Providence
26 Rochambeau Ave,41.8469683,-71.4042169,Hope,Providence
112 Mawney St,41.80337,-71.429332,West End Providence,Providence
Homestead Ave At Huntington Ave,41.8025522,-71.4361117,West End Providence,Providence
114 Olney St,41.8359577,-71.403718,Mount Hope,Providence
Valley St At Atwells Ave,41.8245768,-71.4394736,Valley,Providence
21 St James St ,41.8210263,-71.40303209999999,Fox Point,Providence
485 Cranston St,41.8099386,-71.43343109999999,West End Providence,Providence
340 Lloyd Ave,41.8339113,-71.39391839999999,Blackstone,Providence
Friendship St At Chestnut St,41.819148,-71.41221320000001,Downtown Providence,Providence
Broad Street ,41.7983177,-71.4148014,,Providence
Valley St At San Souci Dr,41.8173882,-71.4409149,Olneyville,Providence
670 N  Main St,41.8389471,-71.4098916,Mount Hope,Providence
392 Public St,41.8055961,-71.4140499,,Providence
208 Jewett St,41.832565,-71.424489,Smith Hill,Providence
Hope St At Alumni Ave,41.8348462,-71.4014577,College Hill,Providence
92 Georgia Ave,41.79214899999999,-71.39633859999999,Washington Park,Providence
Westminster Street ,41.8171825,-71.4257801,,Providence
26 Ames St,41.8244737,-71.4310397,Ward 13,Providence
374 Eaton St,41.8430389,-71.44113759999999,Elmhurst,Providence
61 Russo St,41.853241,-71.421054,Charles,Providence
208 Massachusetts Ave,41.7870699,-71.3973511,Washington Park,Providence
47 Dora St,41.809175,-71.44477499999999,Silver Lake,Providence
112 Hawkins St,41.848624,-71.426022,Wanskuck,Providence
Leland St At Edith St,41.8301909,-71.42076999999999,Smith Hill,Providence
28 Inkerman St,41.836766,-71.4241569,Smith Hill,Providence
169 Weybosset St,41.8225017,-71.4119858,Downtown Providence,Providence
989 Broad St,41.797605,-71.41428599999999,Elmwood,Providence
14 Barry Rd,41.817803,-71.45030299999999,Hartford,Providence
789 Elmwood Ave,41.79086,-71.422534,Elmwood,Providence
17 Clym St,41.8431167,-71.4269911,Wanskuck,Providence
227 Indiana Ave,41.790119,-71.399125,Washington Park,Providence
754 Branch Ave,41.8539115,-71.4306321,Wanskuck,Providence
855 Admiral St,41.8525532,-71.4453119,Wanskuck,Providence
50 Woonasquatucket Ave,41.8373769,-71.470499,Manton,Providence
750 Valley St A ,41.8327614,-71.4274549,Smith Hill,Providence
825 Plainfield St,41.808805,-71.463487,Silver Lake,Providence
Bridgham St At Elmwood Ave,41.8126192,-71.4222029,West End Providence,Providence
Westminster St ,41.8171825,-71.4257801,,Providence
85 Clarence St,41.8108128,-71.44642499999999,Silver Lake,Providence
3 Bowdoin St,41.8200767,-71.4434141,Olneyville,Providence
Hawkins St At Charles St,41.851388,-71.4201487,Charles,Providence
W  River St At Charles St,41.8396195,-71.4164329,Mount Hope,Providence
322 Lowell Ave,41.8183519,-71.4609655,Hartford,Providence
192 Regent Ave,41.8294026,-71.4414307,Valley,Providence
335 Hartford Ave,41.8180076,-71.4535649,Hartford,Providence
Elmwood Avenue ,41.7787571,-71.4207306,,
169 Calla St,41.788208,-71.4095506,Washington Park,Providence
291 Chad Brown St,41.84084259999999,-71.421702,Wanskuck,Providence
472 Atwells Ave,41.82398999999999,-71.43304599999999,Ward 13,Providence
26 Mystic St,41.8009279,-71.41173069999999,Lower South Providence,Providence
34 Amsterdam St,41.824476,-71.448133,Mount Pleasant,Providence
456 Branch Ave,41.8502553,-71.42054019999999,Charles,Providence
52 Valley St,41.8184013,-71.44116079999999,Olneyville,Providence
1271 N  Main St,41.8548575,-71.3999255,Hope,Providence
Chace Ave At N Main St,41.85569590000001,-71.3999096,Hope,Providence
46 Wisdom Ave,41.8286609,-71.4421985,Valley,Providence
169 Elmwood Ave,41.8083865,-71.4251357,West End Providence,Providence
143 Dean St,41.8230933,-71.4240861,Ward 13,Providence
432 W  Fountain St,41.8183971,-71.4239298,Ward 13,Providence
Burnside St At Public St,41.8060379,-71.4127407,Lower South Providence,Providence
101 Hillside Ave,41.8565462,-71.3943926,,Pawtucket
30 Touro St,41.8489042,-71.4187348,Charles,Providence
117 Ruggles St,41.837948,-71.4281929,Smith Hill,Providence
371 Pine St,41.8157995,-71.4166939,Upper South Providence,Providence
292 Elmwood Ave,41.8045941,-71.4251357,,Providence
8 Roger Williams Grn,41.835729,-71.409052,Mount Hope,Providence
17 Hudson St,41.81351960000001,-71.4325152,Ward 13,Providence
Unknown ,41.7245271,-71.4304062,,Warwick
110 Aldrich St,41.79389,-71.408108,Washington Park,Providence
156 Blackstone Blvd,41.83801990000001,-71.38569609999999,Blackstone,Providence
20 Balton St ,41.8171548,-71.4365664,Ward 13,Providence
337 Plain St ,41.8055964,-71.40978249999999,Lower South Providence,Providence
Bath St At Orms St,41.8332163,-71.42545270000001,Smith Hill,Providence
17 Ring St,41.820966,-71.431271,Ward 13,Providence
5 Bodell Ave,41.816969,-71.45240799999999,Hartford,Providence
Potters Ave At Puritan St,41.8048154,-71.43711069999999,West End Providence,Providence
62 Dover St,41.82963600000001,-71.44684099999999,Mount Pleasant,Providence
69 Parnell St,41.8272853,-71.45355219999999,Mount Pleasant,Providence
215 Althea St,41.8087593,-71.43679019999999,West End Providence,Providence
13 Slater Ave,41.834382,-71.384953,Blackstone,Providence
843 Potters Ave,41.8050148,-71.43734049999999,West End Providence,Providence
685 Westminster St,41.8186484,-71.4197508,Federal Hill,Providence
1271 Broad St,41.79175619999999,-71.40718489999999,Washington Park,Providence
1181 Westminster St,41.817123,-71.428252,Ward 13,Providence
N  Main St At Grandview St,41.8439771,-71.4066749,Mount Hope,Providence
1230 Elmwood Ave,41.777941,-71.420726,South Elmwood,Providence
Douglas Ave At Suffolk St,41.8404209,-71.426896,Wanskuck,Providence
Sheridan St At Curtis St,41.8232269,-71.451942,Olneyville,Providence
38 Merino St,41.8141604,-71.4577765,Hartford,Providence
3 Arch St ,41.812239,-71.4229009,West End Providence,Providence
325 Niagara St,41.7935043,-71.4155111,Elmwood,Providence
13 Balcom St,41.7951968,-71.4136511,Elmwood,Providence
81 Camp St,41.839353,-71.403829,Mount Hope,Providence
136 Penn St,41.820626,-71.43441,Ward 13,Providence
797 Westminster St,41.8178953,-71.42137629999999,Ward 13,Providence
Branch Ave At Opper St,41.8517435,-71.42336999999999,Charles,Providence
Empire Street ,41.8216163,-71.4161153,Downtown Providence,Providence
489 Angell St,41.8299265,-71.3883658,Wayland,Providence
661 Douglas Ave,41.8479668,-71.431038,Wanskuck,Providence
63 Barnes St,41.83278199999999,-71.402405,College Hill,Providence
37 Curtis St,41.821478,-71.449164,Olneyville,Providence
201 Messer St,41.8099005,-71.434992,West End Providence,Providence
1 Regency Plz,41.8215923,-71.41874899999999,Ward 13,Providence
Chalkstone Ave ,41.8322832,-71.4414266,,Providence
960 Broad ,41.7986236,-71.4144317,Lower South Providence,Providence
60 Moore St,41.8046989,-71.4218353,Elmwood,Providence
Seymour St At Eddy St,41.8026805,-71.4065481,Lower South Providence,Providence
33 Lisbon St,41.8322607,-71.4352471,Valley,Providence
55 Princeton Ave,41.8055837,-71.4218425,Elmwood,Providence
120 Waterman St,41.8276207,-71.399075,College Hill,Providence
306 Elmwood Ave,41.80427299999999,-71.42527299999999,Elmwood,Providence
61 Pitman St,41.8263298,-71.3907831,Wayland,Providence
Pine St At Stewart St,41.8155031,-71.4167056,Upper South Providence,Providence
Exchange St At Stillman St,41.82779499999999,-71.4127593,Downtown Providence,Providence
Huntington Ave At Magnam Rd,41.8064388,-71.4416437,Silver Lake,Providence
944 Hope St,41.8531554,-71.3932187,Hope,Providence
151 6Th St,41.8509462,-71.39569039999999,Hope,Providence
1246 Main St ,41.85456509999999,-71.4013171,Hope,Providence
20 Parnell St,41.8259648,-71.453985,Mount Pleasant,Providence
43 Pleasant St,41.839201,-71.407456,Mount Hope,Providence
Washington St At Greene St,41.8212779,-71.417227,Downtown Providence,Providence
106 Florence St,41.8229418,-71.44597399999999,Olneyville,Providence
304 Pearl St,41.8148849,-71.422745,West End Providence,Providence
Broadway  At Tobey St,41.8184808,-71.43508229999999,Ward 13,Providence
29 7Th St,41.8530509,-71.39973640000001,Hope,Providence
Mitchell St At Niagara St,41.80116779999999,-71.4200458,Elmwood,Providence
Lloyd Ave ,41.8332375,-71.3956134,,Providence
175 Douglas Ave,41.8372879,-71.42174969999999,Smith Hill,Providence
9 Parade St,41.8160391,-71.43351179999999,Ward 13,Providence
34 Bowdoin St,41.820967,-71.443536,Olneyville,Providence
58 June St,41.84258,-71.42452,Wanskuck,Providence
35 Desoto St,41.8215653,-71.4379516,Olneyville,Providence
241 Butler Ave,41.8313805,-71.3841769,Wayland,Providence
61 March St,41.842279,-71.42516499999999,Wanskuck,Providence
80 Mercy St,41.8104143,-71.4580548,Silver Lake,Providence
51 Huxley Ave,41.83942700000001,-71.433922,Elmhurst,Providence
124 Camp St,41.84176780000001,-71.4036144,Mount Hope,Providence
222 Admiral St,41.84386569999999,-71.42383699999999,Wanskuck,Providence
377 Killingly St,41.8203327,-71.4680609,Hartford,Providence
250 Cranston St,41.8131354,-71.4278377,West End Providence,Providence
58 Douglas Ave,41.8353551,-71.4182269,Smith Hill,Providence
45 Carrington Ave,41.8364199,-71.402802,Mount Hope,Providence
61 Carolina Ave,41.7920538,-71.39526359999999,Washington Park,Providence
25 Longfellow Ter,41.790447,-71.4201159,Elmwood,Providence
129 Courtland St,41.818484,-71.431066,Ward 13,Providence
Sorrento St At Linwood Ave,41.807869,-71.4373713,West End Providence,Providence
636 Killingly St ,41.8294865,-71.4730929,,Johnston
225 Westminster St,41.8231745,-71.4126333,Ward 13,Providence
260 Camden Ave ,41.8406668,-71.4271065,,Providence
2 Harkness St,41.8164557,-71.4341629,Ward 13,Providence
20 Ayrault St,41.8322162,-71.42877159999999,Smith Hill,Providence
13 Audrey St,41.81987,-71.4427443,Olneyville,Providence
29 Steuben St,41.8235397,-71.449347,Olneyville,Providence
531 Dexter St,41.8018568,-71.4312336,West End Providence,Providence
322 Reservoir Ave,41.787749,-71.43168,Reservoir,Providence
541 Hartford Ave,41.8191515,-71.461754,Hartford,Providence
284 Admiral St,41.8450749,-71.42546039999999,Wanskuck,Providence
132 Atlantic Ave,41.797718,-71.42101,Elmwood,Providence
79 Sycamore St,41.813598,-71.43503299999999,Ward 13,Providence
156 Ford St,41.8101152,-71.4338902,West End Providence,Providence
1201 Eddy St,41.792514,-71.40401299999999,Washington Park,Providence
Memorial Blvd At Exchange St,41.8269244,-71.4121426,Downtown Providence,Providence
59 Lowell Ave,41.81103,-71.4562289,Silver Lake,Providence
Pavilion Ave At Eddy St,41.7976798,-71.40521489999999,Lower South Providence,Providence
21 Middleton St,41.8205339,-71.4668878,Hartford,Providence
Potters Ave At Bucklin St,41.8017719,-71.4276517,West End Providence,Providence
Harris Ave ,41.8216451,-71.4376116,,Providence
Whipple St At Admiral St,41.8406503,-71.4189756,Wanskuck,Providence
110 Progress Ave,41.8089661,-71.447007,Silver Lake,Providence
114 Valley St,41.8200903,-71.4406044,Olneyville,Providence
19 Barry Rd,41.818389,-71.451061,Hartford,Providence
453 Cranston St,41.8107221,-71.43260339999999,West End Providence,Providence
132 Humboldt Ave,41.8326461,-71.3877025,Wayland,Providence
769 Broad St,41.8030483,-71.4193914,Elmwood,Providence
Bridgham St At Cranston St,41.8139796,-71.426947,West End Providence,Providence
Westminster St At Hammond St,41.816861,-71.42907009999999,West End,Providence
Wabun Ave At Nelson St,41.8404309,-71.444115,Elmhurst,Providence
1473 Broad St,41.7871254,-71.4029323,Washington Park,Providence
240 Silver Spring St,41.85028130000001,-71.4138412,Charles,Providence
42 Ponagansett Ave,41.819971,-71.45850899999999,Hartford,Providence
Blackstone Blvd At Alfred Stone Rd,41.8562534,-71.390873,Blackstone,Providence
474 Branch Ave,41.85063239999999,-71.4212036,Charles,Providence
17 Union Ave,41.8101321,-71.435872,West End Providence,Providence
903 Providence Pl,41.8279049,-71.42166139999999,Smith Hill,Providence
251 Huxley Ave,41.8449455,-71.4327698,,Providence
Prairie Ave At Elma St,41.7972648,-71.4112689,Lower South Providence,Providence
Broad St At Thurbers Ave,41.7982024,-71.4146641,Elmwood,Providence
43 Bristol Ave,41.8089678,-71.4547271,Silver Lake,Providence
101 Friendship St,41.8209333,-71.41120699999999,Downtown Providence,Providence
