casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,city,lat,lon,neighborhood
2018-00034068,1,157 Webster Ave,4,RI Statute Violation,2018-04-06 02:53:00,JPerez,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,Providence,41.8114289,-71.4499869,Silver Lake
2018-00034068,1,157 Webster Ave,4,"Assault, Simple",2018-04-06 02:53:00,JPerez,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8114289,-71.4499869,Silver Lake
2018-00034068,1,157 Webster Ave,4,Disorderly Conduct,2018-04-06 02:53:00,JPerez,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.8114289,-71.4499869,Silver Lake
2018-00034048,1,160 Benedict St,4,Warrant\Capias,2018-04-06 01:18:00,RFedo,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8058941,-71.4393122,West End Providence
2018-00034036,1,Chad Brown St At Pinehurst Ave,4,Municipal Code Violation,2018-04-06 00:41:00,SMarmas,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,other_crime,Providence,41.8395741,-71.4321875,Elmhurst
2018-00034014,1,1 Cadillac Dr,4,Warrant\Capias,2018-04-05 23:37:00,FTavares,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.79378,-71.416584,Elmwood
2018-00034009,0,64 Dartmouth Ave,4,Missing Persons,2018-04-05 22:58:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00034008,0,24 Tappan St,4,Missing Persons,2018-04-05 22:56:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8463216,-71.42708379999999,Wanskuck
2018-00034007,1,Point St At Chestnut St,4,Larceny from Motor Vehicle,2018-04-05 22:41:24,MDuffy,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8162631,-71.4080073,Jewelry District
2018-00033994,0,64 Dartmouth Ave,4,Missing Persons,2018-04-05 21:52:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00033983,0,265 Althea St,4,Request for Assistance,2018-04-05 21:15:00,LPelaez,Not Used,No violations,2018,other_crime,Providence,41.8094956,-71.43938539999999,West End Providence
2018-00033981,1,186 Chapin Ave,4,RI Statute Violation,2018-04-05 20:52:00,RSilva,8-6-1,CONTEMPT-SUPERIOR COURT,2018,other_crime,Providence,41.8117787,-71.4390473,West End Providence
2018-00033953,1,Barbara St At Glenbridge Ave,4,Traffic Violation,2018-04-05 19:31:00,NManfredi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8208627,-71.4609597,Hartford
2018-00033950,1,49 Hall St,4,Burglary,2018-04-05 19:18:00,SMarmas,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8527435,-71.41684459999999,Charles
2018-00033949,0,58 Diamond St,4,Request for Assistance,2018-04-05 19:07:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8095235,-71.4291922,West End Providence
2018-00500424,1,18 Imperial Pl,4,"Fraud, Swindle",2018-04-05 19:05:04,TPickering,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8168796,-71.4112379,Jewelry District
2018-00033934,1,61 Marshall St,4,Burglary,2018-04-05 18:02:00,BBoudreau,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,Providence,41.8174243,-71.4320726,Ward 13
2018-00500423,1,861 Broad St,4,Vandalism,2018-04-05 17:51:27,TPickering,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8004263,-71.4174455,Elmwood
2018-00500423,1,861 Broad St,4,Larceny from Motor Vehicle,2018-04-05 17:51:27,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.8004263,-71.4174455,Elmwood
2018-00033930,1,27 Fillmore St,4,"Assault, Simple",2018-04-05 17:49:00,KRichards,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.837848,-71.4216977,Smith Hill
2018-00033920,1,707 Douglas Ave,4,Vandalism,2018-04-05 17:17:00,DLiu,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.84895900000001,-71.4320932,Wanskuck
2018-00033916,0,64 Dartmouth Ave,4,Missing Persons,2018-04-05 17:12:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00033912,1,7 Providence Pl,4,"Larceny, Shoplifting",2018-04-05 16:54:00,MGoddard,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033912,1,7 Providence Pl,4,Vandalism,2018-04-05 16:54:00,MGoddard,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033910,1,1 N  Main St,4,Larceny from Building,2018-04-05 16:41:57,NField,11-41-1,LARCENY/O $1500 - FROM BLD,2018,property_crime,Providence,41.8258391,-71.40823019999999,Downtown Providence
2018-00500421,1,Spruce St At Mcavoy St,4,Vandalism,2018-04-05 16:39:51,TPickering,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.824538,-71.429772,Ward 13
2018-00033897,0,58 Dartmouth Ave,4,Missing Persons,2018-04-05 16:06:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.80834350000001,-71.4229282,Elmwood
2018-00033900,1,28 Eames St,4,"Larceny, Other",2018-04-05 15:56:07,MGammino,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8403685,-71.39644179999999,Blackstone
2018-00033893,1,184 Peace St,4,Weapons,2018-04-05 15:51:00,SLafferty,11-47-3,CARRY DANG. WEAPONS/SUB WHEN IN CRIME VIOL,2018,other_crime,Providence,41.8064074,-71.4272793,West End Providence
2018-00033893,3,184 Peace St,4,Drug Offenses,2018-04-05 15:51:00,SLafferty,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.8064074,-71.4272793,West End Providence
2018-00033883,0,1477 Broad St,4,Lost Article,2018-04-05 15:27:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.7869467,-71.4028625,Washington Park
2018-00033878,1,850 Manton Ave,4,"Fraud, Swindle",2018-04-05 15:21:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8328614,-71.4665952,Manton
2018-00033867,1,Exchange Ter At Exchange St,4,Traffic Violation,2018-04-05 15:07:00,MMulligan,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8261317,-71.41161319999999,Ward 13
2018-00033867,1,Exchange Ter At Exchange St,4,Warrant\Capias,2018-04-05 15:07:00,MMulligan,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8261317,-71.41161319999999,Ward 13
2018-00033870,1,850 Manton Ave,4,"Larceny, Shoplifting",2018-04-05 14:58:00,JSalmeron,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,Providence,41.8328614,-71.4665952,Manton
2018-00033847,0,160 Broad St,4,Disturbance,2018-04-05 13:50:46,TRichards,Not Used,No violations,2018,other_crime,Providence,41.8169108,-71.4167171,
2018-00033846,1,482 Pleasant Valley Pkwy,4,RI Statute Violation,2018-04-05 13:35:00,JAndrade,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,Providence,41.835171,-71.438226,Elmhurst
2018-00033846,1,482 Pleasant Valley Pkwy,4,"Assault, Simple",2018-04-05 13:35:00,JAndrade,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.835171,-71.438226,Elmhurst
2018-00033841,1,54 Whitmarsh St,4,Vandalism,2018-04-05 13:19:36,KWigginton,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8058828,-71.42214419999999,Elmwood
2018-00033891,1,219 Manton Ave,4,Drug Offenses,2018-04-05 13:15:00,JDesmarais,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.8211748,-71.4477844,Olneyville
2018-00033816,1,5 Croyland Rd,4,RI Statute Violation,2018-04-05 12:15:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2018,other_crime,Providence,41.8036031,-71.41493129999999,Lower South Providence
2018-00033804,1,15 Bough St,4,"Fraud, Swindle",2018-04-05 11:45:00,ITavarez,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,Providence,41.8161408,-71.4423849,Olneyville
2018-00033801,1,1 Dorrance St,4,"Assault, Simple",2018-04-05 11:44:00,Central Station,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.824629,-71.414001,Downtown Providence
2018-00033801,1,1 Dorrance St,4,Disorderly Conduct,2018-04-05 11:44:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.824629,-71.414001,Downtown Providence
2018-00033805,1,Nan,4,"Assault, Aggravated",2018-04-05 11:43:00,LFernandez,11-5-2,FELONY ASSAULT,2018,violent_crime,Providence,41.8103525,-71.4614829,Silver Lake
2018-00033797,1,60 Burnside St,4,Vandalism,2018-04-05 11:33:04,JDalton,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.8042854,-71.4118235,Lower South Providence
2018-00033795,0,3 What Cheer Ave,4,Request for Assistance,2018-04-05 11:12:39,JKane,Not Used,No violations,2018,other_crime,Providence,41.8068262,-71.4564851,Silver Lake
2018-00033790,1,35 Nebraska St,4,Vandalism,2018-04-05 10:53:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.7982429,-71.4066747,Lower South Providence
2018-00500419,1,Academy Ave At Whitford Ave,4,"Fraud, Credit Card",2018-04-05 10:44:03,TPickering,11-49-4,FRAUDULENT USE OF CREDIT CARDS,2018,other_crime,Providence,41.83897169999999,-71.4448616,Mount Pleasant
2018-00033768,1,59 Wesleyan Ave,4,"Larceny, Other",2018-04-05 09:30:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.808109,-71.41994199999999,Upper South Providence
2018-00033765,1,118 Melrose St,4,Larceny from Motor Vehicle,2018-04-05 09:19:25,ADeschamps,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,Providence,41.79737799999999,-71.4220863,Elmwood
2018-00033766,1,457 Public St,4,Motor Vehicle Theft,2018-04-05 09:15:41,JDalton,11-41-1,LARCENY/U $1500 - AUTO THEFT,2018,property_crime,Providence,41.805272,-71.4167171,Upper South Providence
2018-00033740,1,623 Douglas Ave,4,Traffic Violation,2018-04-05 07:56:00,AChin,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.847155,-71.4300523,Wanskuck
2018-00033732,1,55 Cedar St,4,Vandalism,2018-04-05 07:17:00,IYousif,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.824941,-71.422411,Ward 13
2018-00033727,1,160 Rounds Ave,4,Drug Offenses,2018-04-05 07:05:00,EGreene,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.78783000000001,-71.42927399999999,Reservoir
2018-00033727,1,160 Rounds Ave,4,Weapons,2018-04-05 07:05:00,EGreene,11-47-8-C,POSSESSION OF FA COMMIT CTRL SUB VIOL,2018,other_crime,Providence,41.78783000000001,-71.42927399999999,Reservoir
2018-00033727,1,160 Rounds Ave,4,RI Statute Violation,2018-04-05 07:05:00,EGreene,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,Providence,41.78783000000001,-71.42927399999999,Reservoir
2018-00033719,1,51 Empire St,4,Burglary,2018-04-05 05:50:56,ADaCruz,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,Providence,41.8209638,-71.4150095,Downtown Providence
2018-00033717,1,19 Elmwood Ave,4,Motor Vehicle Theft,2018-04-05 04:54:00,MVoyer,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.8122927,-71.4226736,West End Providence
2018-00033691,1,Courtland St At Gesler St,4,Warrant\Capias,2018-04-05 02:30:00,MGuerra,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.8225763,-71.4325665,Ward 13
2018-00033684,1,454 Admiral St,4,"Assault, Simple",2018-04-05 01:48:00,MRousseau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8464504,-71.4316757,Wanskuck
2018-00033680,1,482 Pleasant Valley Pkwy,4,"Assault, Simple",2018-04-05 01:34:00,RSavage,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.835171,-71.438226,Elmhurst
2018-00033667,0,140 New York Ave,4,Assistance Rendered,2018-04-05 00:59:09,PHourahan,Not Used,No violations,2018,other_crime,Providence,41.791473,-71.393306,Washington Park
2018-00033656,1,31 Wallace St,4,Disorderly Conduct,2018-04-05 00:36:00,LVadney,11-45-1,DISORDERLY CONDUCT,2018,other_crime,Providence,41.810651,-71.444431,Silver Lake
2018-00033656,1,31 Wallace St,4,Vandalism,2018-04-05 00:36:00,LVadney,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.810651,-71.444431,Silver Lake
2018-00033656,1,31 Wallace St,4,"Assault, Simple",2018-04-05 00:36:00,LVadney,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.810651,-71.444431,Silver Lake
2018-00500418,1,S Water St At Tockwotton St,4,Larceny from Motor Vehicle,2018-04-04 22:39:22,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.816915,-71.4000928,Fox Point
2018-00033625,1,Hartford Ave At 6 ,4,Vandalism,2018-04-04 22:29:00,PCaminero,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.817011,-71.4471073,Olneyville
2018-00033625,1,Hartford Ave At 6 ,4,"Larceny, Other",2018-04-04 22:29:00,PCaminero,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.817011,-71.4471073,Olneyville
2018-00033625,1,Hartford Ave At 6 ,4,Traffic Violation,2018-04-04 22:29:00,PCaminero,31-9-1,Driving Without Consent of Owner,2018,other_crime,Providence,41.817011,-71.4471073,Olneyville
2018-00033616,1,41 Joslin St,4,"Assault, Simple",2018-04-04 21:48:00,PCaminero,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8236684,-71.4466753,Olneyville
2018-00033628,0,139 Camden Ave,4,Medical Aid,2018-04-04 21:39:00,PHourahan,Not Used,No violations,2018,other_crime,Providence,41.839153,-71.426583,Smith Hill
2018-00033612,1,Messer St At Kenwood St,4,Traffic Violation,2018-04-04 21:26:00,RHeaton,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Providence,41.8099484,-71.4343567,West End Providence
2018-00033608,0,182 Thurbers Ave,4,Request for Assistance,2018-04-04 21:20:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.798978,-71.40794509999999,Lower South Providence
2018-00033570,0,64 Dartmouth Ave,4,Missing Persons,2018-04-04 19:07:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8083255,-71.4231664,Elmwood
2018-00033571,1,10 Veazie St,4,"Assault, Simple",2018-04-04 19:06:00,PHourahan,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8466189,-71.4300389,Wanskuck
2018-00500416,1,Smith St ,4,"Larceny, Other",2018-04-04 18:48:08,TPickering,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.8418141,-71.44330529999999,
2018-00033563,1,9 Parkis Ave,4,"Assault, Simple",2018-04-04 18:43:00,AGonzalez,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,Providence,41.8094093,-71.4221335,Elmwood
2018-00033563,1,9 Parkis Ave,4,Vandalism,2018-04-04 18:43:00,AGonzalez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,Providence,41.8094093,-71.4221335,Elmwood
2018-00033558,1,319 Pocasset Ave,4,Robbery,2018-04-04 18:32:00,MCamardo,11-39-1,ROBBERY-1ST DEGREE,2018,property_crime,Providence,41.8060458,-71.4578113,Silver Lake
2018-00033555,1,928 Eddy St,4,Vandalism,2018-04-04 18:30:00,ASchneider,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.80238079999999,-71.40532189999999,Lower South Providence
2018-00033548,0,142 Burnett St,4,Juvenile Matter,2018-04-04 18:04:00,TLambert,Not Used,No violations,2018,other_crime,Providence,41.8027829,-71.4299525,West End Providence
2018-00033544,0,24 Tappan St,4,Missing Persons,2018-04-04 17:47:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8463216,-71.42708379999999,Wanskuck
2018-00500415,1,20 Providence Pl,4,"Larceny, Other",2018-04-04 17:42:08,TPickering,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,Providence,41.827286,-71.415986,Downtown Providence
2018-00033539,1,118 Lavaughn Street ,4,RI Statute Violation,2018-04-04 17:21:00,Central Station,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,Providence,41.8251208,-71.45008829999999,
2018-00033527,0,144 Hanover St,4,Assistance Rendered,2018-04-04 16:43:00,LPelaez,Not Used,No violations,2018,other_crime,Providence,41.808525,-71.430508,West End Providence
2018-00033525,1,Plain St At Salisbury St,4,"Assault, Simple",2018-04-04 16:37:00,JBenros,11-5-10,ASSLT ON PERSONS OVER 60 CAUSING BODILY INJURY,2018,other_crime,Providence,41.8058786,-71.4096995,Lower South Providence
2018-00033521,2,79 Washington St,4,RI Statute Violation,2018-04-04 16:32:00,KCosta,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,Providence,41.8235438,-71.4143756,Downtown Providence
2018-00033523,0,1450 Broad St,4,Juvenile Matter,2018-04-04 16:29:12,JCotugno,Not Used,No violations,2018,other_crime,Providence,41.7880226,-71.40288559999999,Washington Park
2018-00033519,0,30 America St,4,Lost Article,2018-04-04 16:27:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.8235318,-71.42823729999999,Ward 13
2018-00033518,1,7 Providence Pl,4,Embezzelment,2018-04-04 16:11:00,GKue,11-41-20,SHOPLIFTING-MISD - EMPLOYEE,2018,other_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033518,1,7 Providence Pl,4,RI Statute Violation,2018-04-04 16:11:00,GKue,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2018,other_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033517,1,529 Broad St,4,Vandalism,2018-04-04 16:09:00,RByfield,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.80967709999999,-71.42131959999999,Elmwood
2018-00033510,1,124 Lenox Ave,4,Vandalism,2018-04-04 16:06:00,JSmith,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,Providence,41.7967027,-71.41951399999999,Elmwood
2018-00033499,0,136 Hudson St,4,Lost Article,2018-04-04 15:31:00,Central Station,Not Used,No violations,2018,other_crime,Providence,41.813083,-71.437653,West End Providence
2018-00033498,1,850 Manton Ave,4,Traffic Violation,2018-04-04 15:24:00,RCarlin,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,2018,other_crime,Providence,41.8328614,-71.4665952,Manton
2018-00033498,2,850 Manton Ave,4,"Assault, Aggravated",2018-04-04 15:24:00,RCarlin,11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,2018,violent_crime,Providence,41.8328614,-71.4665952,Manton
2018-00033498,1,850 Manton Ave,4,Traffic Violation,2018-04-04 15:24:00,RCarlin,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2018,other_crime,Providence,41.8328614,-71.4665952,Manton
2018-00033501,1,100 Borden St,4,Motor Vehicle Theft,2018-04-04 15:22:00,ASchneider,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,Providence,41.8128537,-71.41148559999999,Upper South Providence
2018-00033522,1,124 Julian St,4,Drug Offenses,2018-04-04 15:00:00,FColon,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,Providence,41.822674,-71.445065,Olneyville
2018-00033484,1,458 Smithfield Ave,4,Traffic Violation,2018-04-04 14:57:00,MTroia,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,Pawtucket,41.858657,-71.411305,Charles
2018-00033477,1,593 Eddy St,4,"Assault, Simple",2018-04-04 14:31:00,ECuri,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,Providence,41.8113929,-71.4111264,Upper South Providence
2018-00033461,1,601 N  Main St,4,Traffic Violation,2018-04-04 13:25:05,DHull,31-13-4,Obedience to Traffic Control Devices,2018,other_crime,Providence,41.8372824,-71.4082834,Mount Hope
2018-00033457,1,333 Adelaide Ave,4,Larceny from Motor Vehicle,2018-04-04 13:14:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,Providence,41.795841,-71.4294714,Reservoir
2018-00033448,1,188 Princeton Ave,4,Municipal Code Violation,2018-04-04 12:52:00,NMorales,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2018,other_crime,Providence,41.8048467,-71.4266955,West End Providence
2018-00033447,1,7 Providence Pl,4,Larceny from Building,2018-04-04 12:42:00,MChasse,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033447,1,7 Providence Pl,4,Warrant\Capias,2018-04-04 12:42:00,MChasse,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,Providence,41.828897,-71.415913,Downtown Providence
2018-00033427,1,7 Providence Pl,4,"Larceny, Shoplifting",2018-04-04 12:37:00,JHenderson,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,Providence,41.828897,-71.415913,Downtown Providence
