casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2018-00032933,1,15 Glasgow St,4,Disorderly Conduct,2018-04-02 21:26:00,DLiu,11-45-1,DISORDERLY CONDUCT,2018,other_crime,21,26,2,,,,
2018-00032927,1,79 Clarence St,4,Larceny from Motor Vehicle,2018-04-02 21:13:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,21,13,2,,,,
2018-00032921,1,2 Dudley St,4,Larceny from Motor Vehicle,2018-04-02 20:49:00,AFrancis,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,20,49,2,,,,
2018-00500407,1,90 Ship St,4,Larceny from Motor Vehicle,2018-04-02 19:57:48,TPickering,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,19,57,2,,,,
2018-00500408,1,219 Leah St,4,"Larceny, Other",2018-04-02 19:39:40,TPickering,11-41-1,LARCENY/U $1500 - OTH LAR,2018,property_crime,19,39,2,,,,
2018-00032898,1,820 Atwells Ave,4,"Assault, Simple",2018-04-02 19:26:00,KDoldoorian,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,19,26,2,,,,
2018-00032896,1,170 Dodge St,4,"Larceny, Other",2018-04-02 19:21:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,19,21,2,,,,
2018-00032886,1,51 Silver Spring St,4,Larceny from Building,2018-04-02 18:47:00,SMarmas,11-41-1,LARCENY/U $1500 - FROM BLD,2018,property_crime,18,47,2,,,,
2018-00032883,1,12 April Ct,4,Larceny from Motor Vehicle,2018-04-02 18:41:00,Central Station,11-41-1,LARCENY/O $1500 - FROM MV,2018,property_crime,18,41,2,,,,
2018-00032882,1,Somerset St At Broad St,4,Drug Offenses,2018-04-02 18:37:00,CVieira,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,18,37,2,,,,
2018-00032882,1,Somerset St At Broad St,4,Weapons,2018-04-02 18:37:00,CVieira,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2018,other_crime,18,37,2,,,,
2018-00500409,1,20 Providence Pl,4,"Larceny, Other",2018-04-02 18:15:34,TPickering,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,18,15,2,,,,
2018-00032875,1,93 Diamond St,4,Vandalism,2018-04-02 18:02:00,BBoudreau,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,18,2,2,,,,
2018-00032859,1,1 Pocasset Ave,4,"Fraud, Swindle",2018-04-02 17:23:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,17,23,2,,,,
2018-00032850,1,93 Harrison St,4,"Assault, Simple",2018-04-02 16:50:00,TManzotti,11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - MINOR INJURY,2018,other_crime,16,50,2,,,,
2018-00032850,1,93 Harrison St,4,Robbery,2018-04-02 16:50:00,TManzotti,11-39-1,ROBBERY-2ND DEGREE,2018,property_crime,16,50,2,,,,
2018-00032850,1,93 Harrison St,4,RI Statute Violation,2018-04-02 16:50:00,TManzotti,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2018,other_crime,16,50,2,,,,
2018-00032839,1,Pleasant Valley Pkwy At Wyndham Ave,4,Traffic Violation,2018-04-02 16:34:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2018,other_crime,16,34,2,,,,
2018-00032839,1,Pleasant Valley Pkwy At Wyndham Ave,4,Traffic Violation,2018-04-02 16:34:00,MTroia,31-22-22 (b),No Chile Restraint/Seat Belt/Not B Seat,2018,other_crime,16,34,2,,,,
2018-00032815,1,1 Young Ave,4,"Assault, Simple",2018-04-02 15:49:00,EBreault,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,49,2,,,,
2018-00032813,1,Bainbridge Ave At Westminster St,4,Traffic Violation,2018-04-02 15:46:00,JLanier,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,15,46,2,,,,
2018-00032810,3,361 Reservoir Ave,4,Drug Offenses,2018-04-02 15:38:00,LCastro,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,15,38,2,,,,
2018-00032810,1,361 Reservoir Ave,4,Drug Offenses,2018-04-02 15:38:00,LCastro,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,15,38,2,,,,
2018-00032807,1,390 Manton Ave,4,Motor Vehicle Theft,2018-04-02 15:25:00,KDoldoorian,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,15,25,2,,,,
2018-00032806,1,125 Dupont Dr,4,"Assault, Simple",2018-04-02 15:19:00,SIm,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,19,2,,,,
2018-00032797,1,Eddy St At Dudley St,4,"Assault, Simple",2018-04-02 15:05:00,AFrancis,11-5-14,ASSAULT ON CHILD IN CHILD CARE - MINOR INJURY,2018,other_crime,15,5,2,,,,
2018-00032784,1,105 Mitchell St,4,RI Statute Violation,2018-04-02 14:41:00,Central Station,11-59-3,VIOLATION OF RESTRAINING ORDER,2018,other_crime,14,41,2,,,,
2018-00032781,1,375 Adelaide Ave,4,Disorderly Conduct,2018-04-02 14:34:00,BRamos,11-45-1,DISORDERLY CONDUCT,2018,other_crime,14,34,2,,,,
2018-00032778,1,15 Elbow St,4,"Assault, Simple",2018-04-02 14:25:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,14,25,2,,,,
2018-00032768,1,222 Daboll St,4,Burglary,2018-04-02 13:22:00,LFernandez,11-8-1,BURGLARY,2018,property_crime,13,22,2,,,,
2018-00032760,1,Cranston St At Anthony Ave,4,Drug Offenses,2018-04-02 12:56:00,MMcGloin,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,12,56,2,,,,
2018-00032760,1,Cranston St At Anthony Ave,4,RI Statute Violation,2018-04-02 12:56:00,MMcGloin,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,2018,other_crime,12,56,2,,,,
2018-00032759,1,34 Hamlin St,4,Burglary,2018-04-02 12:47:00,EFernandez,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,12,47,2,,,,
2018-00032744,1,29 Bainbridge Ave,4,"Assault, Simple",2018-04-02 11:30:00,DSchiavulli,11-9-5.3,CHILD ABUSE-2ND DEGREE - SIMP ASSAULT,2018,other_crime,11,30,2,,,,
2018-00032741,1,166 Valley St,4,Burglary,2018-04-02 11:19:21,LAndreozzi,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,2018,property_crime,11,19,2,,,,
2018-00032738,1,41 Constitution St,4,Motor Vehicle Theft,2018-04-02 11:05:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,11,5,2,,,,
2018-00032727,1,85 Evergreen St,4,Burglary,2018-04-02 10:31:00,AHampton,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,10,31,2,,,,
2018-00032720,1,265 Thurbers Ave,4,"Assault, Simple",2018-04-02 10:12:00,ITavarez,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,10,12,2,,,,
2018-00032716,1,199 Oxford St,4,"Assault, Simple",2018-04-02 09:45:00,ITavarez,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,9,45,2,,,,
2018-00032715,1,Washington St At Aborn St,4,Burglary,2018-04-02 09:43:00,GSlater,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,2018,property_crime,9,43,2,,,,
2018-00032713,1,24 Atlantic Ave,4,"Assault, Simple",2018-04-02 09:39:00,BRamos,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,9,39,2,,,,
2018-00032705,1,34 Pennsylvania Ave,4,Municipal Code Violation,2018-04-02 08:41:00,ITavarez,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2018,other_crime,8,41,2,,,,
2018-00032689,1,610 Elmwood Ave,4,Burglary,2018-04-02 07:07:06,ADeschamps,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2018,property_crime,7,7,2,,,,
2018-00032686,1,325 Washington St,4,Warrant\Capias,2018-04-02 06:40:00,JGreeno,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,6,40,2,,,,
2018-00032658,1,Huntington Ave At Magnam Rd,4,Drug Offenses,2018-04-02 01:55:00,MJennette,21-28-4.01-C1B,POSSESSION OF MARIJUANA-SUB OFFENSE,2018,other_crime,1,55,2,,,,
2018-00032623,1,Branch Ave At Douglas Ave,4,Drug Offenses,2018-04-01 23:29:00,RMalloy,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,23,29,1,,,,
2018-00032600,1,274 Point St,4,Robbery,2018-04-01 21:28:00,AFrancis,11-39-1,ROBBERY-2ND DEGREE,2018,property_crime,21,28,1,,,,
2018-00032595,1,15 America St,4,Burglary,2018-04-01 21:13:13,BBoudreau,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,21,13,1,,,,
2018-00032589,1,94 Blackstone Blvd,4,Burglary,2018-04-01 20:56:00,EWajda,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,20,56,1,,,,
2018-00032587,1,68 Candace St,4,Disorderly Conduct,2018-04-01 20:43:00,SMarmas,11-45-1,DISORDERLY CONDUCT,2018,other_crime,20,43,1,,,,
2018-00032561,1,199 Oxford St,4,Burglary,2018-04-01 19:07:00,JSmith,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,19,7,1,,,,
2018-00500406,1,76 Webster Ave,4,Larceny from Motor Vehicle,2018-04-01 18:52:19,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,18,52,1,,,,
2018-00032537,1,3 Ricom Way,4,Vandalism,2018-04-01 17:31:00,NManfredi,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,17,31,1,,,,
2018-00032503,1,342 Broad St,4,Warrant\Capias,2018-04-01 15:41:00,AFrancis,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,15,41,1,,,,
2018-00032503,1,342 Broad St,4,Drug Offenses,2018-04-01 15:41:00,AFrancis,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,15,41,1,,,,
2018-00032503,1,342 Broad St,4,Warrant\Capias,2018-04-01 15:41:00,AFrancis,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,15,41,1,,,,
2018-00032497,1,99 Kennedy Plz,4,Drug Offenses,2018-04-01 15:22:00,TRichards,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,15,22,1,,,,
2018-00032497,1,99 Kennedy Plz,4,Warrant\Capias,2018-04-01 15:22:00,TRichards,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,15,22,1,,,,
2018-00032491,1,Chalkstone Ave At Oakland Ave,4,Disorderly Conduct,2018-04-01 14:53:00,JLanier,11-45-1,DISORDERLY CONDUCT,2018,other_crime,14,53,1,,,,
2018-00032491,1,Chalkstone Ave At Oakland Ave,4,DUI,2018-04-01 14:53:00,JLanier,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,14,53,1,,,,
2018-00032491,1,Chalkstone Ave At Oakland Ave,4,Traffic Violation,2018-04-01 14:53:00,JLanier,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,2018,other_crime,14,53,1,,,,
2018-00032466,1,280 Broad St,4,"Larceny, Other",2018-04-01 12:36:55,TRichards,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,12,36,1,,,,
2018-00032463,1,166 Enfield Ave,4,Larceny from Motor Vehicle,2018-04-01 12:19:00,JAndrade,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,12,19,1,,,,
2018-00032451,1,251 Warrington St,4,Larceny from Motor Vehicle,2018-04-01 10:36:45,ADeschamps,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,10,36,1,,,,
2018-00032418,1,128 Mawney St,4,Motor Vehicle Theft,2018-04-01 05:35:00,CBeach,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,5,35,1,,,,
2018-00032394,1,57 Eddy St,4,Vandalism,2018-04-01 02:56:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,2,56,1,,,,
2018-00032391,1,June St At Pumgansett St,4,Traffic Violation,2018-04-01 02:52:00,SCampbell,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",2018,other_crime,2,52,1,,,,
2018-00032389,1,306 Manton Ave,4,Arson,2018-04-01 02:34:00,CBeach,11-4-2,ARSON-1ST DEGREE,2018,property_crime,2,34,1,,,,
2018-00032388,1,Smith St At Ruggles St,4,RI Statute Violation,2018-04-01 02:32:00,MRousseau,12-7-11,FAILURE TO APPEAR/ANSWER SUMMONS,2018,other_crime,2,32,1,,,,
2018-00032350,1,130 Cypress St,4,RI Statute Violation,2018-04-01 00:44:00,TCalandra,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,0,44,1,,,,
2018-00032343,1,597 Branch Ave,4,"Assault, Simple",2018-04-01 00:27:00,SCampbell,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,0,27,1,,,,
2018-00032332,1,Portland St At Broad St,3,RI Statute Violation,2018-03-31 23:57:00,KEndres,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,23,57,31,,,,
2018-00032315,1,50 Weybosset St,3,Vandalism,2018-03-31 23:08:00,ADiaz,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,23,8,31,,,,
2018-00032314,1,742 Plainfield St,3,"Assault, Aggravated",2018-03-31 23:07:00,JNajarian,11-5-2,FELONY ASSAULT,2018,violent_crime,23,7,31,,,,
2018-00032314,1,742 Plainfield St,3,"Assault, Aggravated",2018-03-31 23:07:00,JNajarian,11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,2018,violent_crime,23,7,31,,,,
2018-00032309,1,Thurbers Ave At Prairie Ave,3,Drug Offenses,2018-03-31 22:41:00,MHubbard,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,22,41,31,,,,
2018-00032309,1,Thurbers Ave At Prairie Ave,3,Receiving Stolen Property,2018-03-31 22:41:00,MHubbard,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,22,41,31,,,,
2018-00032266,1,160 Benedict St,3,Warrant\Capias,2018-03-31 20:12:00,KMelfi,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,20,12,31,,,,
2018-00032261,1,825 Chalkstone Ave,3,"Larceny, Other",2018-03-31 19:46:00,CCastagliuolo,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,19,46,31,,,,
2018-00032256,1,Dike St At Agnes St,3,DUI,2018-03-31 19:37:00,CVingi,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2018,other_crime,19,37,31,,,,
2018-00500405,1,242 Meeting St,3,Vandalism,2018-03-31 19:30:55,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,19,30,31,,,,
2018-00032236,1,775 Cranston St,3,Traffic Violation,2018-03-31 18:34:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,18,34,31,,,,
2018-00032229,1,Admiral St At Huxley Ave,3,Traffic Violation,2018-03-31 18:11:00,JGutierrez,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,18,11,31,,,,
2018-00032226,1,775 Cranston St,3,Warrant\Capias,2018-03-31 18:06:00,BBoudreau,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2018,other_crime,18,6,31,,,,
2018-00032222,1,397 Cahill St,3,"Assault, Simple",2018-03-31 17:48:00,HNorthup,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,17,48,31,,,,
2018-00032192,1,Broad St At Central St,3,RI Statute Violation,2018-03-31 16:17:00,JFonseca,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2018,other_crime,16,17,31,,,,
2018-00032185,1,103 Dike St,3,"Assault, Simple",2018-03-31 15:49:00,Central Station,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,15,49,31,,,,
2018-00032184,1,61 Orange St,3,Disorderly Conduct,2018-03-31 15:49:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,15,49,31,,,,
2018-00032173,1,217 Summit Ave,3,Burglary,2018-03-31 15:20:00,HNorthup,11-8-1,BURGLARY,2018,property_crime,15,20,31,,,,
2018-00032169,3,565 Admiral St,3,RI Statute Violation,2018-03-31 15:13:00,DLiu,12-29-4,VIOLATION -NO CONTACT ORDER,2018,other_crime,15,13,31,,,,
2018-00032161,1,116 Chestnut St,3,Larceny from Motor Vehicle,2018-03-31 14:38:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,14,38,31,,,,
2018-00500404,1,59 Sumter St,3,Vandalism,2018-03-31 13:32:08,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,13,32,31,,,,
2018-00032140,1,51 Silver Spring St,3,"Larceny, Shoplifting",2018-03-31 13:31:00,JAndrade,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2018,property_crime,13,31,31,,,,
2018-00032140,1,51 Silver Spring St,3,Drug Offenses,2018-03-31 13:31:00,JAndrade,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,13,31,31,,,,
2018-00032131,1,376 Potters Ave,3,Vandalism,2018-03-31 13:13:36,KWigginton,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,13,13,31,,,,
2018-00032132,1,1 Sabin St,3,"Larceny, Other",2018-03-31 13:12:00,GSlater,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,13,12,31,,,,
2018-00032128,1,1000 Elmwood Ave,3,Larceny from Motor Vehicle,2018-03-31 12:55:57,CKennedy,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,12,55,31,,,,
2018-00032126,1,43 Douglas Ave,3,Motor Vehicle Theft,2018-03-31 12:53:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,12,53,31,,,,
2018-00032125,1,347 Douglas Ave,3,"Assault, Simple",2018-03-31 12:47:00,AChin,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,12,47,31,,,,
2018-00032116,1,30 Waterman St,3,"Larceny, Other",2018-03-31 12:16:10,RKing,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2018,property_crime,12,16,31,,,,
2018-00032111,1,620 Broad St,3,Vandalism,2018-03-31 12:01:28,TRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,12,1,31,,,,
2018-00032111,1,620 Broad St,3,RI Statute Violation,2018-03-31 12:01:28,TRichards,15-15-3,VIOLATION OF PROTECTIVE ORDER,2018,other_crime,12,1,31,,,,
2018-00032097,1,74 Fremont St,3,Burglary,2018-03-31 11:12:00,FMoody,11-8-1,BURGLARY,2018,property_crime,11,12,31,,,,
2018-00500403,1,1155 Westminster St,3,Vandalism,2018-03-31 10:19:04,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,10,19,31,,,,
2018-00032077,1,48 Union Ave,3,Larceny from Motor Vehicle,2018-03-31 09:45:31,JDalton,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,9,45,31,,,,
2018-00032065,1,182 Thurbers Ave,3,Vandalism,2018-03-31 07:41:00,ITavarez,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,7,41,31,,,,
2018-00032064,1,130 Silver Spring St,3,Motor Vehicle Theft,2018-03-31 07:06:00,JAndrade,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,7,6,31,,,,
2018-00032062,1,593 Eddy St,3,"Assault, Simple",2018-03-31 06:59:45,TRose,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,6,59,31,,,,
2018-00032059,1,Putnam St At Kossuth St,3,Receiving Stolen Property,2018-03-31 04:47:00,MPlace,31-9-2,Possession of Stolen Vehicle or Parts,2018,other_crime,4,47,31,,,,
2018-00032059,1,Putnam St At Kossuth St,3,Drug Offenses,2018-03-31 04:47:00,MPlace,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,4,47,31,,,,
2018-00032035,1,Westminster St At Messer St,3,Drug Offenses,2018-03-31 02:53:00,RFedo,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,2,53,31,,,,
2018-00032032,1,Friendship St At Richmond St,3,"Assault, Simple",2018-03-31 02:47:08,ADaCruz,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,2,47,31,,,,
2018-00032033,1,579 Atwells Ave,3,"Fraud, Swindle",2018-03-31 02:46:00,MLuke,11-17-3,PASSING OF COUNTERFEIT CERT//BILLS/NOTES,2018,other_crime,2,46,31,,,,
2018-00500402,1,58 Diamond St,3,Vandalism,2018-03-31 02:38:09,RPapa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2018,property_crime,2,38,31,,,,
2018-00032012,1,Manton Ave At Florence St,3,Traffic Violation,2018-03-31 01:56:00,CBeach,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,1,56,31,,,,
2018-00032012,1,Manton Ave At Florence St,3,Traffic Violation,2018-03-31 01:56:00,CBeach,31-15-5,Overtaking on Right,2018,other_crime,1,56,31,,,,
2018-00032012,1,Manton Ave At Florence St,3,Drug Offenses,2018-03-31 01:56:00,CBeach,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2018,other_crime,1,56,31,,,,
2018-00032001,1,79 Washington St,3,"Assault, Simple",2018-03-31 01:41:00,GKue,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,41,31,,,,
2018-00032000,1,172 Pine St,3,"Assault, Simple",2018-03-31 01:38:00,HNorthup,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,1,38,31,,,,
2018-00031991,1,Cranston St At Huntington Ave,3,Drug Offenses,2018-03-31 01:23:00,MJennette,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2018,other_crime,1,23,31,,,,
2018-00031988,1,Edgehill Rd At N Main St,3,Traffic Violation,2018-03-31 01:14:00,TCalandra,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,1,14,31,,,,
2018-00031983,1,Elmwood Ave At Gallatin St,3,Warrant\Capias,2018-03-31 01:07:00,KEndres,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,1,7,31,,,,
2018-00031953,1,Admiral St At Chad Brown St,3,Warrant\Capias,2018-03-30 23:55:00,SCampbell,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,2018,other_crime,23,55,30,,,,
2018-00500401,1,N Main St At Park Row,3,Larceny from Motor Vehicle,2018-03-30 23:36:18,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,36,30,,,,
2018-00500400,1,Point St At Eddy St,3,Larceny from Motor Vehicle,2018-03-30 23:33:37,RPapa,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,23,33,30,,,,
2018-00031931,1,22 Pekin St,3,"Larceny, Other",2018-03-30 22:53:00,KRosado,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,22,53,30,,,,
2018-00031913,1,28 Jillson St,3,Disorderly Conduct,2018-03-30 21:03:00,Central Station,11-45-1,DISORDERLY CONDUCT,2018,other_crime,21,3,30,,,,
2018-00031916,1,272 Manton Ave,3,Motor Vehicle Theft,2018-03-30 21:00:00,PCaminero,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,21,0,30,,,,
2018-00031882,1,62 Joslin St,3,"Assault, Simple",2018-03-30 18:58:00,NManfredi,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,18,58,30,,,,
2018-00031882,1,62 Joslin St,3,Vandalism,2018-03-30 18:58:00,NManfredi,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,2018,property_crime,18,58,30,,,,
2018-00031867,1,73 Aleppo St,3,Motor Vehicle Theft,2018-03-30 18:28:00,NManfredi,11-41-1,LARCENY/O $1500 - AUTO THEFT,2018,property_crime,18,28,30,,,,
2018-00031864,1,Clifford St At Ship St,3,Traffic Violation,2018-03-30 18:19:00,JLopes,31-8-2,Operation of MV When Registration Canceled,2018,other_crime,18,19,30,,,,
2018-00031864,1,Clifford St At Ship St,3,Traffic Violation,2018-03-30 18:19:00,JLopes,31-47-9,Operating a MV without Evidence of Insurance,2018,other_crime,18,19,30,,,,
2018-00031857,1,Broad St At Myrtle St,3,Municipal Code Violation,2018-03-30 17:51:00,AFrancis,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",2018,other_crime,17,51,30,,,,
2018-00031844,1,1911 Westminster St,3,Traffic Violation,2018-03-30 17:21:00,JLopes,31-3-1,Operation of Unregistered Vehicle,2018,other_crime,17,21,30,,,,
2018-00031844,1,1911 Westminster St,3,Traffic Violation,2018-03-30 17:21:00,JLopes,31-47-9,Operating a MV without Evidence of Insurance,2018,other_crime,17,21,30,,,,
2018-00031844,1,1911 Westminster St,3,Traffic Violation,2018-03-30 17:21:00,JLopes,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,17,21,30,,,,
2018-00031846,1,160 Broad St,3,"Assault, Simple",2018-03-30 17:07:00,LMarroquin,11-5-3,SIMPLE ASSAULT OR BATTERY,2018,other_crime,17,7,30,,,,
2018-00500399,1,Dexter St At Hollywood Rd,3,"Larceny, Other",2018-03-30 16:02:26,RPapa,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,16,2,30,,,,
2018-00031803,1,48 Gladstone St,3,"Larceny, Other",2018-03-30 15:57:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2018,property_crime,15,57,30,,,,
2018-00031785,1,191 Broadway ,3,"Assault, Simple",2018-03-30 14:42:00,BBoudreau,11-5-3,SIMPLE ASSAULT/BATTERY,2018,other_crime,14,42,30,,,,
2018-00031760,1,3 Davol Sq,3,Larceny from Motor Vehicle,2018-03-30 14:01:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2018,property_crime,14,1,30,,,,
2018-00031762,1,Francis St At Hayes St,3,Traffic Violation,2018-03-30 14:00:00,GSlater,31-11-18,"Driving after Denial, Suspension or Revocation of License",2018,other_crime,14,0,30,,,,
2018-00031755,1,69 Potters Ave,3,Burglary,2018-03-30 13:44:00,ITavarez,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2018,property_crime,13,44,30,,,,
2018-00031753,1,17 Alma St,3,"Fraud, Swindle",2018-03-30 13:39:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2018,other_crime,13,39,30,,,,
