casenumber,counts,location,month,offense_desc,reported_date,reporting_officer,statute_code,statute_desc,year,offense_cat,hour,minute,day,lat,lon,city,neighborhood
2017-00127854,1,104 Ocean St,12,"Assault, Simple",2017-12-05 22:37:54,MSullivan,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,22,37,5,41.84386569999999,-71.42383699999999,Providence,Wanskuck
2017-00127854,1,104 Ocean St,12,RI Statute Violation,2017-12-05 22:37:54,MSullivan,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DAMAGE,2017,other_crime,22,37,5,29.9151111,-81.3204509,St. Johns County,St. Augustine
2017-00127850,1,Ethan St At Union Ave,12,Drug Offenses,2017-12-05 22:12:00,MSepe,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,22,12,5,41.821414,-71.42253099999999,Providence County,Providence
2017-00127851,1,71 Bradford St,12,Larceny from Motor Vehicle,2017-12-05 22:09:00,MClary,11-41-1,LARCENY/O $1500 - FROM MV,2017,property_crime,22,9,5,41.8294865,-71.4730929,Providence County,Johnston
2017-00127832,1,54 Sutton St,12,Larceny from Motor Vehicle,2017-12-05 21:11:00,GValletta,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,21,11,5,39.9578924,-74.9746553,Moorestown,Moorestown-Lenola
2017-00127843,1,171 Atwells Ave,12,Larceny from Motor Vehicle,2017-12-05 21:09:00,TLambert,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,21,9,5,41.4927359,-71.30834229999999,Newport County,Newport
2017-00500354,1,916 Chalkstone Ave,12,Vandalism,2017-12-05 20:46:59,SPartridge,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,20,46,5,41.5653491,-73.06259469999999,New Haven County,Waterbury
2017-00127823,1,411 Valley St,12,Larceny from Motor Vehicle,2017-12-05 20:44:58,MGammino,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,20,44,5,41.8450749,-71.42546039999999,Providence,Wanskuck
2017-00127816,2,Depasquale Ave At Kenyon St,12,Drug Offenses,2017-12-05 20:16:00,ASchneider,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,20,16,5,40.7354479,-73.66247369999999,Hempstead,New Hyde Park
2017-00127818,1,W  Fountain St At Cargill St,12,Larceny from Motor Vehicle,2017-12-05 20:01:00,MClary,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,20,1,5,42.3907973,-71.09961489999999,Somerville,Winter Hill
2017-00500353,1,218 Thayer St,12,"Larceny, Other",2017-12-05 19:40:16,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,19,40,5,41.8101152,-71.4338902,Providence,West End Providence
2017-00127801,1,775 Cranston St,12,Larceny from Motor Vehicle,2017-12-05 19:40:00,LPelaez,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,19,40,5,41.792514,-71.40401299999999,Providence,Washington Park
2017-00127798,1,90 Spruce St,12,Larceny from Motor Vehicle,2017-12-05 19:33:00,GValletta,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,19,33,5,42.77787300000001,-71.1024003,Essex County,Haverhill
2017-00127788,1,674 Prairie Ave,12,Larceny from Building,2017-12-05 19:00:00,Central Station,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,19,0,5,48.7201594,-122.5010455,Washington,Whatcom County
2017-00127792,1,188 Waverly St,12,Municipal Code Violation,2017-12-05 18:48:00,CBrown,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2017,other_crime,18,48,5,41.8412956,-71.4296561,Providence,Wanskuck
2017-00127784,1,593 Eddy St,12,Vandalism,2017-12-05 18:47:19,AElie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,18,47,5,41.8406503,-71.4189756,Providence County,Providence
2017-00127774,1,Elmwood Ave  ,12,Traffic Violation,2017-12-05 18:28:00,FFurtado,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,18,28,5,40.718917,-76.117353,Schuylkill County,New Philadelphia
2017-00127765,1,44 Vandewater St,12,Larceny from Building,2017-12-05 17:55:00,KRichards,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,17,55,5,41.7920538,-71.39526359999999,Providence,Washington Park
2017-00127748,1,500 S  Main St,12,Vandalism,2017-12-05 17:24:00,SSousa,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,17,24,5,41.8107221,-71.43260339999999,Providence,West End Providence
2017-00127743,1,32 Page St,12,Drug Offenses,2017-12-05 17:07:00,RAbenante,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,2017,other_crime,17,7,5,41.8295771,-71.5198632,Rhode Island,Providence County
2017-00127743,4,32 Page St,12,Drug Offenses,2017-12-05 17:07:00,RAbenante,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,17,7,5,41.8326461,-71.3877025,Providence,Wayland
2017-00127738,1,650 Branch Ave,12,"Larceny, Shoplifting",2017-12-05 16:57:00,DImpagliazzo,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,property_crime,16,57,5,41.8030483,-71.4193914,Providence,Elmwood
2017-00127722,1,N  Main St At 2Nd St,12,RI Statute Violation,2017-12-05 16:19:00,DCastigliego,15-15-3,VIOLATION OF PROTECTIVE ORDER,2017,other_crime,16,19,5,41.816861,-71.42907009999999,Providence County,Providence
2017-00127720,1,25 Cambridge St,12,Vandalism,2017-12-05 16:07:00,RCarlin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,16,7,5,41.8404309,-71.444115,Providence County,Providence
2017-00127719,1,109 Melrose St,12,Robbery,2017-12-05 16:05:00,SMurnighan,11-39-1,ROBBERY-2ND DEGREE,2017,property_crime,16,5,5,41.8562534,-71.390873,Providence County,Providence
2017-00127707,1,52 Valley St,12,"Assault, Simple",2017-12-05 15:26:00,MCamardo,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,15,26,5,41.8527741,-71.4385403,Providence,Wanskuck
2017-00127698,1,400 S  Main St,12,Larceny from Motor Vehicle,2017-12-05 14:47:00,SSousa,11-41-1,LARCENY/O $1500 - FROM MV,2017,property_crime,14,47,5,41.8449455,-71.4327698,Providence County,Providence
2017-00127688,1,172 Pine St,12,RI Statute Violation,2017-12-05 14:21:00,Central Station,15-15-3,VIOLATION OF PROTECTIVE ORDER,2017,other_crime,14,21,5,41.7982024,-71.4146641,Providence County,Providence
2017-00127674,1,14 5Th St,12,Vandalism,2017-12-05 13:04:24,DHull,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,13,4,5,40.6123661,-74.1086488,Staten Island,Sunnyside
2017-00127674,1,14 5Th St,12,Burglary,2017-12-05 13:04:24,DHull,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,2017,property_crime,13,4,5,41.8197653,-71.4433948,Providence County,Providence
2017-00127665,1,627 Cranston St,12,RI Statute Violation,2017-12-05 12:39:00,TRudd,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,2017,other_crime,12,39,5,41.85685,-71.3995654,Rhode Island,Providence County
2017-00127660,1,344 Washington St,12,Larceny from Building,2017-12-05 12:16:00,Central Station,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,12,16,5,42.3047648,-71.709535,Worcester County,Shrewsbury
2017-00127656,1,118 Valley St,12,RI Statute Violation,2017-12-05 11:58:00,Central Station,11-59-3,VIOLATION OF RESTRAINING ORDER,2017,other_crime,11,58,5,39.67910699999999,-83.9287347,Greene County,Xenia
2017-00127655,1,375 Adelaide Ave,12,"Larceny, Other",2017-12-05 11:53:00,BRamos,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,11,53,5,41.8382094,-71.421425,Providence,Smith Hill
2017-00127643,1,225 Carolina Ave,12,"Larceny, Other",2017-12-05 11:23:00,Central Station,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,11,23,5,-33.9446137,151.2321588,Randwick City Council,Maroubra
2017-00127629,1,324 Hope St,12,Municipal Code Violation,2017-12-05 10:55:00,CTorres,Sec. 16-3.E,Disorderly Conduct E - Assemble to cause a fight,2017,other_crime,10,55,5,41.849781,-71.431275,Providence,Wanskuck
2017-00127625,1,70 Fricker St,12,RI Statute Violation,2017-12-05 10:51:00,RReed,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,other_crime,10,51,5,43.0790237,-70.7579755,New Hampshire,Rockingham County
2017-00127625,1,70 Fricker St,12,RI Statute Violation,2017-12-05 10:51:00,RReed,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2017,other_crime,10,51,5,41.8447018,-71.4240693,Providence,Wanskuck
2017-00127625,1,70 Fricker St,12,Robbery,2017-12-05 10:51:00,RReed,11-39-1,ROBBERY-2ND DEGREE,2017,property_crime,10,51,5,41.8287097,-71.3840913,Providence,Wayland
2017-00500352,1,27 Brighton St,12,Larceny from Motor Vehicle,2017-12-05 10:43:32,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,10,43,5,41.8107725,-71.4339902,Providence,West End Providence
2017-00127616,1,152 Springfield St,12,Disorderly Conduct,2017-12-05 10:03:00,SBrown,11-45-1,DISORDERLY CONDUCT,2017,other_crime,10,3,5,41.8441035,-71.4379605,Elmhurst,Cunningham Square
2017-00127604,1,50 Fillmore St,12,"Assault, Simple",2017-12-05 09:13:00,WDickie,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,9,13,5,41.8285961,-71.4594114,Providence,Manton
2017-00127601,1,1100 N  Main St,12,Vandalism,2017-12-05 09:12:13,DHull,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,9,12,5,41.8087515,-71.4375057,Providence,West End Providence
2017-00127601,1,1100 N  Main St,12,Municipal Code Violation,2017-12-05 09:12:13,DHull,Sec. 12-56.  ,"Placing combustible refuse on vacant land, dumping ground.",2017,other_crime,9,12,5,41.8151319,-71.4511899,Providence,Silver Lake
2017-00127600,1,26 Bridgham St,12,Larceny from Motor Vehicle,2017-12-05 09:07:00,Central Station,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,9,7,5,41.912306,-71.395111,Cumberland,Valley Falls
2017-00127597,1,387 Charles St,12,Larceny from Motor Vehicle,2017-12-05 08:41:31,CKennedy,11-41-1,LARCENY/O $1500 - FROM MV,2017,property_crime,8,41,5,37.7271031,-122.1615884,San Leandro,Farrelly Pond District
2017-00127567,1,Public St At Broad St,12,RI Statute Violation,2017-12-05 02:47:00,JCascione,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,2017,other_crime,2,47,5,41.84479899999999,-71.418302,Providence,Charles
2017-00127567,1,Public St At Broad St,12,RI Statute Violation,2017-12-05 02:47:00,JCascione,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,other_crime,2,47,5,41.8807968,-71.3578737,Providence County,Pawtucket
2017-00127567,1,Public St At Broad St,12,"Assault, Simple",2017-12-05 02:47:00,JCascione,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,2,47,5,41.8253645,-71.4484499,Providence,Mount Pleasant
2017-00127554,1,Admiral St At Eva St,12,Warrant\Capias,2017-12-05 01:56:00,SCampbell,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,2017,other_crime,1,56,5,41.7970045,-71.4065222,Providence County,Providence
2017-00127547,1,58 Burnside St,12,Receiving Stolen Property,2017-12-05 01:23:00,PPotter,31-9-2,Possession of Stolen Vehicle or Parts,2017,other_crime,1,23,5,40.9666693,-73.72703,Harrison,Harrison
2017-00127509,1,1 Providence Pl,12,"Fraud, Swindle",2017-12-04 23:37:00,Central Station,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,23,37,4,41.8553806,-71.441121,Providence County,Providence
2017-00127500,1,64 Fairfield Ave,12,"Larceny, Other",2017-12-04 22:52:00,KMelfi,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,22,52,4,42.2553652,-71.812755,Worcester County,Worcester
2017-00127475,1,371 Public St,12,Vandalism,2017-12-04 21:24:54,AElie,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,21,24,4,41.84676779999999,-71.4010156,Providence,Hope
2017-00127470,1,51 Silver Spring St,12,"Larceny, Other",2017-12-04 21:01:00,DJohnson,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,21,1,4,41.8396068,-71.439236,Providence,Elmhurst
2017-00127449,1,136 Briggs St,12,"Assault, Simple",2017-12-04 19:49:00,JBenros,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,19,49,4,41.8294738,-71.40682989999999,Providence County,Providence
2017-00127440,1,50 Fillmore St,12,Vandalism,2017-12-04 19:08:00,KRichards,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,19,8,4,55.64232870000001,-4.8126255,North Ayrshire,Ardrossan
2017-00127435,1,243 Smith St,12,Tresspassing,2017-12-04 19:03:00,KMelfi,11-44-26,WILLFUL TRESPASS,2017,property_crime,19,3,4,,,,
2017-00127432,1,1 Moorefield St,12,Burglary,2017-12-04 18:48:00,MSepe,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,2017,property_crime,18,48,4,43.4253666,-83.9806474,Saginaw County,Saginaw
2017-00127441,1,933 Broad St,12,Larceny from Motor Vehicle,2017-12-04 18:46:00,SMurnighan,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,18,46,4,37.43699429999999,-122.1466407,Palo Alto,Old Palo Alto
2017-00127430,1,52 Cactus St,12,Burglary,2017-12-04 18:40:00,TSavard,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,18,40,4,41.8356847,-71.4445408,Rhode Island,Providence County
2017-00127427,1,Broad St At Carr St,12,Robbery,2017-12-04 18:35:00,TSavard,11-39-1,ROBBERY-1ST DEGREE,2017,property_crime,18,35,4,41.8004553,-71.4205901,Providence,Elmwood
2017-00127404,1,Broad St At Portland St,12,Drug Offenses,2017-12-04 17:32:00,SIm,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,17,32,4,41.8466995,-71.43225989999999,Rhode Island,Providence County
2017-00127404,1,Broad St At Portland St,12,Drug Offenses,2017-12-04 17:32:00,SIm,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,17,32,4,43.4934252,-70.4591768,York County,Biddeford
2017-00127412,1,51 Silver Spring St,12,RI Statute Violation,2017-12-04 17:09:00,DImpagliazzo,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,2017,other_crime,17,9,4,42.3375938,-71.1102836,,United States
2017-00127412,1,51 Silver Spring St,12,"Larceny, Shoplifting",2017-12-04 17:09:00,DImpagliazzo,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,property_crime,17,9,4,41.8229557,-71.4496717,Providence,Olneyville
2017-00127390,1,Dave Gavitt Way At Broadway ,12,Traffic Violation,2017-12-04 16:58:42,JDeschamps,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,16,58,4,41.7903002,-71.4055674,Providence,Washington Park
2017-00127397,1,49 Massie Ave,12,Robbery,2017-12-04 16:57:00,JBenros,11-39-1,ROBBERY-1ST DEGREE,2017,property_crime,16,57,4,42.3574379,-71.0580813,Boston,Downtown
2017-00127397,1,49 Massie Ave,12,RI Statute Violation,2017-12-04 16:57:00,JBenros,11-1-6,CONSPIRACY - ALL OTH OFFENSE,2017,other_crime,16,57,4,41.830497,-71.40111139999999,Providence,College Hill
2017-00127383,1,Branch Ave At Woodward Rd,12,Traffic Violation,2017-12-04 16:43:00,DJohnson,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,16,43,4,41.82263890000001,-71.4114379,Providence County,Providence
2017-00127380,1,129 Harold St,12,Vandalism,2017-12-04 16:34:00,JSherman,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,16,34,4,41.845253,-71.449051,Providence County,Providence
2017-00127363,1,344 Broad St,12,Drug Offenses,2017-12-04 15:54:00,ASchneider,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,2017,other_crime,15,54,4,41.817062,-71.45330899999999,Providence,Hartford
2017-00127360,1,32 Almy St,12,Traffic Violation,2017-12-04 15:46:00,GValletta,31-11-18.1,"Driving after Denial, Revocation or Suspension for Misd.",2017,other_crime,15,46,4,41.8098343,-71.4369794,Providence,West End Providence
2017-00127362,1,43 Linwood Ave,12,"Assault, Simple",2017-12-04 15:45:00,LPelaez,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,15,45,4,41.801211,-71.42182799999999,Providence,Elmwood
2017-00127362,1,43 Linwood Ave,12,Disorderly Conduct,2017-12-04 15:45:00,LPelaez,11-45-1,DISORDERLY CONDUCT,2017,other_crime,15,45,4,41.8216128,-71.4088055,Providence County,Providence
2017-00127357,1,Hawkins St At Russo St,12,"Assault, Simple",2017-12-04 15:30:00,JPerez,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,15,30,4,41.8235943,-71.4113364,Providence,Downtown Providence
2017-00127366,1,119 Dante St,12,"Larceny, Other",2017-12-04 15:22:16,VPazzetta,11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,15,22,4,40.68912,-73.87213799999999,Brooklyn,Cypress Hills
2017-00127347,1,1 Providence Pl,12,Weapons,2017-12-04 15:08:00,MVittorioso,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2017,other_crime,15,8,4,41.8149745,-71.4608027,Providence,Hartford
2017-00127347,1,1 Providence Pl,12,"Larceny, Shoplifting",2017-12-04 15:08:00,MVittorioso,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,property_crime,15,8,4,42.952767,-78.7691499,Erie County,Amherst
2017-00127353,1,332 Valley St,12,"Larceny, Other",2017-12-04 14:54:06,MGammino,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,14,54,4,41.8235105,-71.4182477,Providence,Downtown Providence
2017-00500351,1,800 Douglas Ave,12,"Larceny, Other",2017-12-04 14:41:03,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,14,41,4,41.8244802,-71.43556509999999,Providence County,Providence
2017-00127331,1,201 Branch Ave,12,Larceny from Building,2017-12-04 14:17:00,Central Station,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,14,17,4,41.816615,-71.40899399999999,Providence,Jewelry District
2017-00127330,1,19 Judith St,12,"Larceny, Other",2017-12-04 14:13:00,JNezier,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,14,13,4,40.7179972,-76.1210081,Schuylkill County,New Philadelphia
2017-00500350,1,879 N  Main St,12,"Fraud, Swindle",2017-12-04 13:59:13,SPartridge,11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,2017,other_crime,13,59,4,41.837357,-71.432519,Providence,Elmhurst
2017-00500348,1,142 Whitmarsh St,12,"Larceny, Other",2017-12-04 13:15:03,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,13,15,4,40.6841604,-73.9989571,Brooklyn,Carroll Gardens
2017-00127314,1,29 Sandringham Ave,12,Burglary,2017-12-04 12:56:00,LPelaez,11-8-2,B&E DWELLING HOUSE W/O CONSENT,2017,property_crime,12,56,4,41.21680509999999,-73.0522187,New Haven County,Milford
2017-00127298,1,300 Hartford Ave,12,Municipal Code Violation,2017-12-04 12:55:00,MMena-Torres,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,2017,other_crime,12,55,4,41.834125,-71.391874,Providence,Blackstone
2017-00127296,1,182 Thurbers Ave,12,"Assault, Simple",2017-12-04 12:52:00,KPea,11-5-3,SIMPLE ASSAULT OR BATTERY,2017,other_crime,12,52,4,25.7749303,-80.1326498,Miami Beach,South Beach
2017-00500347,1,245 Allens Ave,12,"Larceny, Other",2017-12-04 12:10:20,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,12,10,4,41.82359290000001,-71.4269329,Providence County,Providence
2017-00500346,1,169 Congress Ave,12,"Larceny, Other",2017-12-04 12:01:27,SPartridge,11-41-1,LARCENY/U $1500 - OTH LAR,2017,property_crime,12,1,4,41.8241707,-71.4395871,Providence County,Providence
2017-00127279,1,245 Allens Ave,12,Vandalism,2017-12-04 11:50:00,Central Station,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,11,50,4,43.2996201,-72.4822367,Springfield,Springfield
2017-00500345,1,1 W  Exchange St,12,"Larceny, Other",2017-12-04 11:34:48,SPartridge,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,11,34,4,40.5754394,-74.3692751,Middlesex County,Edison
2017-00127276,1,51 Silver Spring St,12,"Larceny, Other",2017-12-04 11:18:00,AChin,11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,2017,property_crime,11,18,4,42.1365267,-80.0796151,Erie County,Erie
2017-00127268,1,371 Pine St,12,Vandalism,2017-12-04 11:14:04,MChasse,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,11,14,4,41.8580633,-71.4127048,Providence,Charles
2017-00127259,1,132 Robinson St,12,"Larceny, Other",2017-12-04 10:45:16,EKemble,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,10,45,4,41.8475818,-71.4262605,Providence,Wanskuck
2017-00127251,1,234 Washington St,12,Vandalism,2017-12-04 10:00:23,RChin,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,10,0,4,40.6954273,-73.9631904,Brooklyn,Clinton Hill
2017-00500344,1,310 Atwells Ave,12,Larceny from Motor Vehicle,2017-12-04 08:59:40,SPartridge,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,8,59,4,41.684401,-71.266192,Bristol County,Bristol
2017-00127234,1,177 Oakland Ave,12,Larceny from Motor Vehicle,2017-12-04 08:09:00,CRodriguez,11-41-1,LARCENY/O $1500 - FROM MV,2017,property_crime,8,9,4,28.6153398,-80.8078901,Brevard County,Titusville
2017-00127230,1,775 Cranston St,12,"Larceny, Shoplifting",2017-12-04 07:54:00,MMaycock,11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,2017,property_crime,7,54,4,41.847451,-71.44526700000002,Providence,Elmhurst
2017-00127226,1,58 Wealth Ave,12,Motor Vehicle Theft,2017-12-04 07:36:00,Central Station,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,7,36,4,39.7448799,-84.1618294,Dayton,Walnut Hills
2017-00127220,1,39 Lancashire St,12,Motor Vehicle Theft,2017-12-04 06:05:55,JBibeault,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,6,5,4,41.8340317,-71.4517049,Providence County,Providence
2017-00127207,1,1266 Broad St,12,Disorderly Conduct,2017-12-04 01:45:00,KShea,11-45-1,DISORDERLY CONDUCT,2017,other_crime,1,45,4,41.8166725,-71.4210162,Providence,Federal Hill
2017-00127177,1,667 Public St,12,"Assault, Simple",2017-12-04 00:39:00,PSalmons,11-5-3,SIMPLE ASSAULT/BATTERY,2017,other_crime,0,39,4,41.7954787,-71.4138412,Providence,Elmwood
2017-00127161,1,Park Row At Canal St,12,Larceny from Motor Vehicle,2017-12-03 23:25:09,DWaters,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,23,25,3,41.8585989,-71.4118699,Providence,Charles
2017-00127144,1,68 Spruce St,12,Vandalism,2017-12-03 22:12:00,CBrown,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2017,property_crime,22,12,3,42.3457112,-71.07664650000001,Boston,Columbus
2017-00127143,1,45 Pleasant Valley Pky,12,"Larceny, Other",2017-12-03 22:12:00,EWajda,11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,2017,property_crime,22,12,3,41.8182644,-71.40745489999999,Providence County,Providence
2017-00127141,1,100 Dorrance St,12,Traffic Violation,2017-12-03 22:08:00,CVingi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,22,8,3,42.3302216,-71.0887518,Boston,Highland Park
2017-00127134,1,615 Charles St,12,Larceny from Building,2017-12-03 21:47:00,JLopes,11-41-1,LARCENY/U $1500 - FROM BLD,2017,property_crime,21,47,3,41.7996287,-71.4150068,Providence,Lower South Providence
2017-00127122,1,861 Broad St,12,Larceny from Motor Vehicle,2017-12-03 20:53:00,DPfeiffer,11-41-1,LARCENY/U $1500 - FROM MV,2017,property_crime,20,53,3,41.80119490000001,-71.4242313,Providence,Elmwood
2017-00127119,1,Douglas Ave At Chalkstone Ave,12,Traffic Violation,2017-12-03 20:49:00,DJohnson,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,20,49,3,41.7990325,-71.4126352,Providence,Lower South Providence
2017-00127124,1,39 Ralph St,12,Robbery,2017-12-03 20:47:00,MRudolph,11-39-1,ROBBERY-2ND DEGREE,2017,property_crime,20,47,3,41.809637,-71.43343449999999,Providence County,Providence
2017-00127117,1,Bridge St At Point St ,12,Traffic Violation,2017-12-03 20:44:00,MTroia,31-27-2.3,Refusal to Submit to a Preliminary Breath Test,2017,other_crime,20,44,3,41.83344899999999,-71.4693755,Providence County,Providence
2017-00127117,1,Bridge St At Point St ,12,DUI,2017-12-03 20:44:00,MTroia,31-27-2.1,Chemical Test Refusal,2017,other_crime,20,44,3,43.314825,-73.643204,Warren County,Glens Falls
2017-00127117,1,Bridge St At Point St ,12,Traffic Violation,2017-12-03 20:44:00,MTroia,31-3-1,Operation of Unregistered Vehicle,2017,other_crime,20,44,3,41.823896,-71.4515954,Providence,Olneyville
2017-00127117,1,Bridge St At Point St ,12,Traffic Violation,2017-12-03 20:44:00,MTroia,31-13-4,Obedience to Traffic Control Devices,2017,other_crime,20,44,3,41.8087282,-71.4484433,Providence County,Providence
2017-00127117,1,Bridge St At Point St ,12,DUI,2017-12-03 20:44:00,MTroia,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),2017,other_crime,20,44,3,33.77262839999999,-84.2692569,DeKalb County,Avondale Estates
2017-00127065,1,22 Owen St,12,RI Statute Violation,2017-12-03 17:57:00,RFoley,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,2017,other_crime,17,57,3,34.981663,-80.54466599999999,Monroe,Monroe
2017-00127065,1,22 Owen St,12,Receiving Stolen Property,2017-12-03 17:57:00,RFoley,31-9-2,Possession of Stolen Vehicle or Parts,2017,other_crime,17,57,3,41.8402398,-71.4412304,Providence,Elmhurst
2017-00127063,1,220 Weybosset St,12,Traffic Violation,2017-12-03 17:51:00,MGoddard,31-9-3,Injuring or Tampering with Vehicles,2017,other_crime,17,51,3,41.84410700000001,-71.428187,Providence,Wanskuck
2017-00127055,1,1100 Broad St,12,Weapons,2017-12-03 17:05:00,NManfredi,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,2017,other_crime,17,5,3,42.3773055,-71.1843744,Middlesex County,Watertown
2017-00127055,1,1100 Broad St,12,Traffic Violation,2017-12-03 17:05:00,NManfredi,31-11-18,"Driving after Denial, Suspension or Revocation of License",2017,other_crime,17,5,3,41.6876909,-71.18145030000001,Bristol County,Fall River
2017-00127055,1,1100 Broad St,12,Motor Vehicle Theft,2017-12-03 17:05:00,NManfredi,11-41-1,LARCENY/O $1500 - AUTO THEFT,2017,property_crime,17,5,3,41.8315592,-71.4553152,Providence,Mount Pleasant
